Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	0.9776	16.38	5.00e+006	0.999	-3.556	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	0.9776	16.15	5.00e+006	0.999	-3.556	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	0.9776	16.36	5.00e+006	0.999	-3.556	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	0.9776	19.77	5.00e+005	0.999	-3.556	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	0.9776	19.89	5.00e+005	0.999	-3.556	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	0.9776	19.75	5.00e+005	0.999	-3.556	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	0.9776	23.92	5.00e+004	0.999	-3.556	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	0.9776	23.91	5.00e+004	0.999	-3.556	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	0.9776	23.45	5.00e+004	0.999	-3.556	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	0.9776	27.24	5.00e+003	0.999	-3.556	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	0.9776	27.05	5.00e+003	0.999	-3.556	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	0.9776	27.13	5.00e+003	0.999	-3.556	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	0.9776	30.78	5.00e+002	0.999	-3.556	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	0.9776	30.62	5.00e+002	0.999	-3.556	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	0.9776	30.99	5.00e+002	0.999	-3.556	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	0.9776	33.96	5.00e+001	0.999	-3.556	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	0.9776	33.98	5.00e+001	0.999	-3.556	
F3	06_std1E1_5uL_  Qty or ID	Standard	6	0.9776	34.08	5.00e+001	0.999	-3.556	
G1	07_std1E0_5uL_  Qty or ID	Standard	7	0.9776	38.18	5.00e+000	0.999	-3.556	
G2	07_std1E0_5uL_  Qty or ID	Standard	7	0.9776	37.68	5.00e+000	0.999	-3.556	
G3	07_std1E0_5uL_  Qty or ID	Standard	7	0.9776	37.14	5.00e+000	0.999	-3.556	
H1	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9776	No Ct	No Ct	0.999	-3.556	
H2	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9776	No Ct	No Ct	0.999	-3.556	
H3	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9776	No Ct	No Ct	0.999	-3.556	
A4	09_MST221_5uL_  Qty or ID	Unknown	9	0.9776	No Ct	No Ct	0.999	-3.556	
A5	09_MST221_5uL_  Qty or ID	Unknown	9	0.9776	No Ct	No Ct	0.999	-3.556	
A6	09_MST221_5uL_  Qty or ID	Unknown	9	0.9776	No Ct	No Ct	0.999	-3.556	
B4	10_MST227_5uL_  Qty or ID	Unknown	10	0.9776	No Ct	No Ct	0.999	-3.556	
B5	10_MST227_5uL_  Qty or ID	Unknown	10	0.9776	No Ct	No Ct	0.999	-3.556	
B6	10_MST227_5uL_  Qty or ID	Unknown	10	0.9776	No Ct	No Ct	0.999	-3.556	
C4	11_MST230_5uL_  Qty or ID	Unknown	11	0.9776	No Ct	No Ct	0.999	-3.556	
C5	11_MST230_5uL_  Qty or ID	Unknown	11	0.9776	No Ct	No Ct	0.999	-3.556	
C6	11_MST230_5uL_  Qty or ID	Unknown	11	0.9776	No Ct	No Ct	0.999	-3.556	
D4	12_MST231_5uL_  Qty or ID	Unknown	12	0.9776	No Ct	No Ct	0.999	-3.556	
D5	12_MST231_5uL_  Qty or ID	Unknown	12	0.9776	No Ct	No Ct	0.999	-3.556	
D6	12_MST231_5uL_  Qty or ID	Unknown	12	0.9776	No Ct	No Ct	0.999	-3.556	
E4	13_MST244_5uL_  Qty or ID	Unknown	13	0.9776	No Ct	No Ct	0.999	-3.556	
E5	13_MST244_5uL_  Qty or ID	Unknown	13	0.9776	No Ct	No Ct	0.999	-3.556	
E6	13_MST244_5uL_  Qty or ID	Unknown	13	0.9776	No Ct	No Ct	0.999	-3.556	
F4	14_MST257_5uL_  Qty or ID	Unknown	14	0.9776	No Ct	No Ct	0.999	-3.556	
F5	14_MST257_5uL_  Qty or ID	Unknown	14	0.9776	No Ct	No Ct	0.999	-3.556	
F6	14_MST257_5uL_  Qty or ID	Unknown	14	0.9776	No Ct	No Ct	0.999	-3.556	
G4	15_MST280_5uL_  Qty or ID	Unknown	15	0.9776	No Ct	No Ct	0.999	-3.556	
G5	15_MST280_5uL_  Qty or ID	Unknown	15	0.9776	No Ct	No Ct	0.999	-3.556	
G6	15_MST280_5uL_  Qty or ID	Unknown	15	0.9776	No Ct	No Ct	0.999	-3.556	
H4	16_MST047_5uL_  Qty or ID	Unknown	16	0.9776	No Ct	No Ct	0.999	-3.556	
H5	16_MST047_5uL_  Qty or ID	Unknown	16	0.9776	No Ct	No Ct	0.999	-3.556	
H6	16_MST047_5uL_  Qty or ID	Unknown	16	0.9776	No Ct	No Ct	0.999	-3.556	
A7	17_MST059_5uL_  Qty or ID	Unknown	17	0.9776	41.39	4.698e-001	0.999	-3.556	
A8	17_MST059_5uL_  Qty or ID	Unknown	17	0.9776	41.93	3.313e-001	0.999	-3.556	
A9	17_MST059_5uL_  Qty or ID	Unknown	17	0.9776	42.27	2.661e-001	0.999	-3.556	
B7	18_MST061_5uL_  Qty or ID	Unknown	18	0.9776	No Ct	No Ct	0.999	-3.556	
B8	18_MST061_5uL_  Qty or ID	Unknown	18	0.9776	No Ct	No Ct	0.999	-3.556	
B9	18_MST061_5uL_  Qty or ID	Unknown	18	0.9776	No Ct	No Ct	0.999	-3.556	
C7	19_MST063_5uL_  Qty or ID	Unknown	19	0.9776	No Ct	No Ct	0.999	-3.556	
C8	19_MST063_5uL_  Qty or ID	Unknown	19	0.9776	No Ct	No Ct	0.999	-3.556	
C9	19_MST063_5uL_  Qty or ID	Unknown	19	0.9776	No Ct	No Ct	0.999	-3.556	
D7	20_MST070_5uL_  Qty or ID	Unknown	20	0.9776	No Ct	No Ct	0.999	-3.556	
D8	20_MST070_5uL_  Qty or ID	Unknown	20	0.9776	No Ct	No Ct	0.999	-3.556	
D9	20_MST070_5uL_  Qty or ID	Unknown	20	0.9776	No Ct	No Ct	0.999	-3.556	
