Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	1.1729	22.64	5.00e+006	0.935	-3.150	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	1.1729	22.74	5.00e+006	0.935	-3.150	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	1.1729	22.92	5.00e+006	0.935	-3.150	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	1.1729	26.77	5.00e+005	0.935	-3.150	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	1.1729	26.18	5.00e+005	0.935	-3.150	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	1.1729	26.32	5.00e+005	0.935	-3.150	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	1.1729	31.30	5.00e+004	0.935	-3.150	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	1.1729	30.38	5.00e+004	0.935	-3.150	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	1.1729	30.45	5.00e+004	0.935	-3.150	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	1.1729	34.50	5.00e+003	0.935	-3.150	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	1.1729	32.29	5.00e+003	0.935	-3.150	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	1.1729	33.41	5.00e+003	0.935	-3.150	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	1.1729	No Ct	No Ct	0.935	-3.150	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	1.1729	36.16	5.00e+002	0.935	-3.150	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	1.1729	32.96	5.00e+002	0.935	-3.150	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	1.1729	No Ct	No Ct	0.935	-3.150	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	1.1729	No Ct	No Ct	0.935	-3.150	
F3	06_std1E1_5uL_  Qty or ID	Standard	6	1.1729	No Ct	No Ct	0.935	-3.150	
G1	07_std1E0_5uL_  Qty or ID	Standard	7	1.1729	No Ct	No Ct	0.935	-3.150	
G2	07_std1E0_5uL_  Qty or ID	Standard	7	1.1729	No Ct	No Ct	0.935	-3.150	
G3	07_std1E0_5uL_  Qty or ID	Standard	7	1.1729	No Ct	No Ct	0.935	-3.150	
H1	08_std1ENTC_5uL_  Qty or ID	NTC	8	1.1729	No Ct	No Ct	0.935	-3.150	
H2	08_std1ENTC_5uL_  Qty or ID	NTC	8	1.1729	No Ct	No Ct	0.935	-3.150	
H3	08_std1ENTC_5uL_  Qty or ID	NTC	8	1.1729	No Ct	No Ct	0.935	-3.150	
A4	09_MST235_5uL_  Qty or ID	Unknown	9	1.1729	No Ct	No Ct	0.935	-3.150	
A5	09_MST235_5uL_  Qty or ID	Unknown	9	1.1729	No Ct	No Ct	0.935	-3.150	
