Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	0.4152	19.54	5.00e+006	0.977	-3.827	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	0.4152	20.30	5.00e+006	0.977	-3.827	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	0.4152	19.98	5.00e+006	0.977	-3.827	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	0.4152	23.30	5.00e+005	0.977	-3.827	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	0.4152	23.70	5.00e+005	0.977	-3.827	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	0.4152	23.73	5.00e+005	0.977	-3.827	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	0.4152	27.20	5.00e+004	0.977	-3.827	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	0.4152	26.76	5.00e+004	0.977	-3.827	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	0.4152	26.39	5.00e+004	0.977	-3.827	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	0.4152	31.26	5.00e+003	0.977	-3.827	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	0.4152	30.17	5.00e+003	0.977	-3.827	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	0.4152	31.98	5.00e+003	0.977	-3.827	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	0.4152	34.33	5.00e+002	0.977	-3.827	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	0.4152	35.93	5.00e+002	0.977	-3.827	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	0.4152	31.79	5.00e+002	0.977	-3.827	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	0.4152	40.00	5.00e+001	0.977	-3.827	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	0.4152	40.08	5.00e+001	0.977	-3.827	
