Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	0.9878	23.36	5.00e+006	0.913	-4.300	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	0.9878	21.98	5.00e+006	0.913	-4.300	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	0.9878	21.95	5.00e+006	0.913	-4.300	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	0.9878	25.67	5.00e+005	0.913	-4.300	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	0.9878	25.22	5.00e+005	0.913	-4.300	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	0.9878	25.18	5.00e+005	0.913	-4.300	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	0.9878	29.06	5.00e+004	0.913	-4.300	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	0.9878	29.38	5.00e+004	0.913	-4.300	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	0.9878	28.94	5.00e+004	0.913	-4.300	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	0.9878	32.25	5.00e+003	0.913	-4.300	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	0.9878	29.93	5.00e+003	0.913	-4.300	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	0.9878	33.42	5.00e+003	0.913	-4.300	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	0.9878	40.06	5.00e+002	0.913	-4.300	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	0.9878	38.94	5.00e+002	0.913	-4.300	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	0.9878	43.02	5.00e+002	0.913	-4.300	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	0.9878	No Ct	No Ct	0.913	-4.300	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	0.9878	No Ct	No Ct	0.913	-4.300	
F3	06_std1E1_5uL_  Qty or ID	Standard	6	0.9878	No Ct	No Ct	0.913	-4.300	
G1	07_std1E0_5uL_  Qty or ID	Standard	7	0.9878	No Ct	No Ct	0.913	-4.300	
G2	07_std1E0_5uL_  Qty or ID	Standard	7	0.9878	No Ct	No Ct	0.913	-4.300	
G3	07_std1E0_5uL_  Qty or ID	Standard	7	0.9878	No Ct	No Ct	0.913	-4.300	
H1	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9878	No Ct	No Ct	0.913	-4.300	
H2	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9878	No Ct	No Ct	0.913	-4.300	
H3	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.9878	No Ct	No Ct	0.913	-4.300	
A4	09_MST235_5uL_  Qty or ID	Unknown	9	0.9878	No Ct	No Ct	0.913	-4.300	
A5	09_MST235_5uL_  Qty or ID	Unknown	9	0.9878	No Ct	No Ct	0.913	-4.300	
A6	09_MST235_5uL_  Qty or ID	Unknown	9	0.9878	No Ct	No Ct	0.913	-4.300	
B4	10_MST197_5uL_  Qty or ID	Unknown	10	0.9878	No Ct	No Ct	0.913	-4.300	
B5	10_MST197_5uL_  Qty or ID	Unknown	10	0.9878	No Ct	No Ct	0.913	-4.300	
B6	10_MST197_5uL_  Qty or ID	Unknown	10	0.9878	No Ct	No Ct	0.913	-4.300	
C4	11_MST109_5uL_  Qty or ID	Unknown	11	0.9878	No Ct	No Ct	0.913	-4.300	
C5	11_MST109_5uL_  Qty or ID	Unknown	11	0.9878	No Ct	No Ct	0.913	-4.300	
C6	11_MST109_5uL_  Qty or ID	Unknown	11	0.9878	No Ct	No Ct	0.913	-4.300	
D4	12_MST242_5uL_  Qty or ID	Unknown	12	0.9878	No Ct	No Ct	0.913	-4.300	
D5	12_MST242_5uL_  Qty or ID	Unknown	12	0.9878	No Ct	No Ct	0.913	-4.300	
D6	12_MST242_5uL_  Qty or ID	Unknown	12	0.9878	No Ct	No Ct	0.913	-4.300	
E4	13_MST194_5uL_  Qty or ID	Unknown	13	0.9878	No Ct	No Ct	0.913	-4.300	
E5	13_MST194_5uL_  Qty or ID	Unknown	13	0.9878	No Ct	No Ct	0.913	-4.300	
E6	13_MST194_5uL_  Qty or ID	Unknown	13	0.9878	No Ct	No Ct	0.913	-4.300	
F4	14_MST110_5uL_  Qty or ID	Unknown	14	0.9878	No Ct	No Ct	0.913	-4.300	
F5	14_MST110_5uL_  Qty or ID	Unknown	14	0.9878	No Ct	No Ct	0.913	-4.300	
F6	14_MST110_5uL_  Qty or ID	Unknown	14	0.9878	No Ct	No Ct	0.913	-4.300	
G4	15_MST243_5uL_  Qty or ID	Unknown	15	0.9878	No Ct	No Ct	0.913	-4.300	
G5	15_MST243_5uL_  Qty or ID	Unknown	15	0.9878	No Ct	No Ct	0.913	-4.300	
G6	15_MST243_5uL_  Qty or ID	Unknown	15	0.9878	No Ct	No Ct	0.913	-4.300	
H4	16_MST128_5uL_  Qty or ID	Unknown	16	0.9878	No Ct	No Ct	0.913	-4.300	
H5	16_MST128_5uL_  Qty or ID	Unknown	16	0.9878	No Ct	No Ct	0.913	-4.300	
H6	16_MST128_5uL_  Qty or ID	Unknown	16	0.9878	No Ct	No Ct	0.913	-4.300	
A7	17_MSTEX02_5uL_  Qty or ID	Unknown	17	0.9878	No Ct	No Ct	0.913	-4.300	
A8	17_MSTEX02_5uL_  Qty or ID	Unknown	17	0.9878	No Ct	No Ct	0.913	-4.300	
A9	17_MSTEX02_5uL_  Qty or ID	Unknown	17	0.9878	No Ct	No Ct	0.913	-4.300	
B7	18_MSTEX03_5uL_  Qty or ID	Unknown	18	0.9878	No Ct	No Ct	0.913	-4.300	
B8	18_MSTEX03_5uL_  Qty or ID	Unknown	18	0.9878	No Ct	No Ct	0.913	-4.300	
B9	18_MSTEX03_5uL_  Qty or ID	Unknown	18	0.9878	No Ct	No Ct	0.913	-4.300	
C7	19_MSTEX04_5uL_  Qty or ID	Unknown	19	0.9878	No Ct	No Ct	0.913	-4.300	
C8	19_MSTEX04_5uL_  Qty or ID	Unknown	19	0.9878	No Ct	No Ct	0.913	-4.300	
C9	19_MSTEX04_5uL_  Qty or ID	Unknown	19	0.9878	No Ct	No Ct	0.913	-4.300	
D7	20_MST080_5uL_  Qty or ID	Unknown	20	0.9878	No Ct	No Ct	0.913	-4.300	
D8	20_MST080_5uL_  Qty or ID	Unknown	20	0.9878	No Ct	No Ct	0.913	-4.300	
D9	20_MST080_5uL_  Qty or ID	Unknown	20	0.9878	No Ct	No Ct	0.913	-4.300	
