Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.1214	24.64	3.00e+005	0.992	-3.263	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.1214	24.71	3.00e+005	0.992	-3.263	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.1214	24.97	3.00e+005	0.992	-3.263	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.1214	27.93	3.00e+004	0.992	-3.263	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.1214	28.27	3.00e+004	0.992	-3.263	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.1214	28.56	3.00e+004	0.992	-3.263	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.1214	31.57	3.00e+003	0.992	-3.263	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.1214	31.59	3.00e+003	0.992	-3.263	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.1214	31.70	3.00e+003	0.992	-3.263	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.1214	34.87	3.00e+002	0.992	-3.263	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.1214	35.03	3.00e+002	0.992	-3.263	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.1214	34.67	3.00e+002	0.992	-3.263	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.1214	38.45	3.00e+001	0.992	-3.263	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.1214	37.89	3.00e+001	0.992	-3.263	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.1214	38.99	3.00e+001	0.992	-3.263	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.1214	No Ct	No Ct	0.992	-3.263	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.1214	39.98	3.00e+000	0.992	-3.263	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.1214	No Ct	No Ct	0.992	-3.263	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1214	No Ct	No Ct	0.992	-3.263	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1214	No Ct	No Ct	0.992	-3.263	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1214	No Ct	No Ct	0.992	-3.263	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1214	No Ct	No Ct	0.992	-3.263	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1214	No Ct	No Ct	0.992	-3.263	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1214	42.81	1.03	0.992	-3.263	
A4	09_MST2023117STEX33_04_3uL_  Qty or ID	Unknown	9	0.1214	No Ct	No Ct	0.992	-3.263	
A5	09_MST2023117STEX33_04_3uL_  Qty or ID	Unknown	9	0.1214	No Ct	No Ct	0.992	-3.263	
A6	09_MST2023117STEX33_04_3uL_  Qty or ID	Unknown	9	0.1214	No Ct	No Ct	0.992	-3.263	
B4	10_MST2023089STEX33_07_3uL_  Qty or ID	Unknown	10	0.1214	No Ct	No Ct	0.992	-3.263	
B5	10_MST2023089STEX33_07_3uL_  Qty or ID	Unknown	10	0.1214	No Ct	No Ct	0.992	-3.263	
B6	10_MST2023089STEX33_07_3uL_  Qty or ID	Unknown	10	0.1214	No Ct	No Ct	0.992	-3.263	
C4	11_MST2023055STEX33_09_3uL_  Qty or ID	Unknown	11	0.1214	No Ct	No Ct	0.992	-3.263	
C5	11_MST2023055STEX33_09_3uL_  Qty or ID	Unknown	11	0.1214	No Ct	No Ct	0.992	-3.263	
C6	11_MST2023055STEX33_09_3uL_  Qty or ID	Unknown	11	0.1214	No Ct	No Ct	0.992	-3.263	
D4	12_MST2022110STEX33_10_3uL_  Qty or ID	Unknown	12	0.1214	No Ct	No Ct	0.992	-3.263	
D5	12_MST2022110STEX33_10_3uL_  Qty or ID	Unknown	12	0.1214	No Ct	No Ct	0.992	-3.263	
D6	12_MST2022110STEX33_10_3uL_  Qty or ID	Unknown	12	0.1214	No Ct	No Ct	0.992	-3.263	
E4	13_MST1018STEX33_13_3uL_  Qty or ID	Unknown	13	0.1214	No Ct	No Ct	0.992	-3.263	
E5	13_MST1018STEX33_13_3uL_  Qty or ID	Unknown	13	0.1214	No Ct	No Ct	0.992	-3.263	
