Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.5701769444442;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.6567306989347;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.5907498223412;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.6033126351475;1392.80781619914;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.5215844367034;1470.70087725769;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.5584631699393;1435.02746314172;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.9594552677309;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.5651801858061;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.1022764589751;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;42.2050848513717;0.0834699452844028;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;40.5648023584461;0.24879798845017;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;40.1832446616703;0.320760610207464;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;41.501475498785;0.133349452099013;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;45.2124205930011;0.0112695281432935;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.518408938921;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;25.5691831408399;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.259071275723;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;30.8824715798093;156.9149436486;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;30.8517660665264;160.15604968561;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;30.64631615795;183.633887499863;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;28.7307929551944;657.446307531215;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;28.8135401747819;622.203523798293;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;28.9271685813339;576.865810378788;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;27.5001714920627;1491.81951389824;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;27.5338087819193;1458.77887496549;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;27.5619702894632;1431.68035847605;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.1730744030927;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.0379683258697;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;29.9918038242177;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;30.3506590819567;223.587391132398;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;30.3816098020978;219.026851174722;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;30.5420624707876;196.833778057031;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;41.1383438360526;0.16982326557059;RSq (dRn);Slope (dRn)
D09;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;41.2131420631648;0.161572690005886;RSq (dRn);Slope (dRn)
D10;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;28.2120744150134;928.660437182142;RSq (dRn);Slope (dRn)
D11;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;28.2459571882996;907.944161118569;RSq (dRn);Slope (dRn)
D12;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;28.4709995584376;781.599283789929;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.8018821715202;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.702295905064;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.7378666993554;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;32.6758880338775;47.5407656769638;RSq (dRn);Slope (dRn)
