Well;replno;smpltp;templvol;QtyID;Replicate;WellType;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
G07;Unkn23;MST356;3uL;QtyorID;Unkn23;Unkn23;Treshold;29.4524893339547;58453.0349313061;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
G08;Unkn23;MST356;3uL;QtyorID;Unkn23;Unkn23;Treshold;29.2331462432938;66751.5762645787;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
G09;Unkn23;MST356;3uL;QtyorID;Unkn23;Unkn23;Treshold;29.4505233994681;58522.6269041177;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
G10;Unkn31;MST156;3uL;QtyorID;Unkn31;Unkn31;Treshold;30.7264626684791;27035.999141966;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
G11;Unkn31;MST156;3uL;QtyorID;Unkn31;Unkn31;Treshold;30.6330493435276;28608.5714044628;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
G12;Unkn31;MST156;3uL;QtyorID;Unkn31;Unkn31;Treshold;31.1652492148692;20730.3732645441;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H01;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H02;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;41.8089029031854;33.0306015802418;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H03;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H04;Unkn16;MST1005;3uL;QtyorID;Unkn16;Unkn16;Treshold;29.7374218608719;49194.0278393815;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H05;Unkn16;MST1005;3uL;QtyorID;Unkn16;Unkn16;Treshold;29.5636455649313;54649.9267609348;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H06;Unkn16;MST1005;3uL;QtyorID;Unkn16;Unkn16;Treshold;29.639441472028;52199.5291335118;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H07;Unkn24;MST1052;3uL;QtyorID;Unkn24;Unkn24;Treshold;32.3539532687362;10096.1445879749;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H08;Unkn24;MST1052;3uL;QtyorID;Unkn24;Unkn24;Treshold;32.7311983858376;8035.19573268741;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H09;Unkn24;MST1052;3uL;QtyorID;Unkn24;Unkn24;Treshold;32.6454385734523;8463.27548302806;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H10;Unkn32;MST535;3uL;QtyorID;Unkn32;Unkn32;Treshold;40.1899536880502;87.9950490776361;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H11;Unkn32;MST535;3uL;QtyorID;Unkn32;Unkn32;Treshold;39.5357788353061;130.740000724526;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
H12;Unkn32;MST535;3uL;QtyorID;Unkn32;Unkn32;Treshold;39.2027512798471;159.935536703059;RSqdRn;SlopedRn;qpcr0869;MONIS5biorad;assid22;Mnelei;plt04;qpcrrundate20210513
A01;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;26.0743182949237;300000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A02;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;26.0301999790658;300000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A03;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;25.6619685123294;300000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A04;Unkn09;MST1023;3uL;QtyorID;Unkn09;Unkn09;Treshold;27.104369753265;126118.434141999;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A05;Unkn09;MST1023;3uL;QtyorID;Unkn09;Unkn09;Treshold;27.1633064736688;121838.752285312;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A06;Unkn09;MST1023;3uL;QtyorID;Unkn09;Unkn09;Treshold;26.9774318544712;135853.479086707;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A07;Unkn17;MST147;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A08;Unkn17;MST147;3uL;QtyorID;Unkn17;Unkn17;Treshold;40.9074721561438;38.8469597025472;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A09;Unkn17;MST147;3uL;QtyorID;Unkn17;Unkn17;Treshold;45.3594903728586;2.86280582733374;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A10;Unkn25;NaN;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A11;Unkn25;NaN;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A12;Unkn25;NaN;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B01;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;28.7097469726129;30000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B02;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;30.2015673415392;30000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B03;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;28.628468993776;30000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B04;Unkn10;MST082;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B05;Unkn10;MST082;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B06;Unkn10;MST082;3uL;QtyorID;Unkn10;Unkn10;Treshold;41.2401441963285;31.9688771067074;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B07;Unkn18;MST452;3uL;QtyorID;Unkn18;Unkn18;Treshold;30.2426074678649;20064.6153453546;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B08;Unkn18;MST452;3uL;QtyorID;Unkn18;Unkn18;Treshold;30.3166821422253;19212.6252590788;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B09;Unkn18;MST452;3uL;QtyorID;Unkn18;Unkn18;Treshold;33.1299871685211;3697.42855850516;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B10;Unkn26;NaN;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B11;Unkn26;NaN;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
B12;Unkn26;NaN;3uL;QtyorID;Unkn26;Unkn26;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C01;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;32.22996758913;3000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C02;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;33.49114435197;3000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C03;Std03;std1E3;3uL;QtyorID;Std03;Std03;Treshold;34.185955441184;3000;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C04;Unkn11;MST252;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C05;Unkn11;MST252;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C06;Unkn11;MST252;3uL;QtyorID;Unkn11;Unkn11;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C07;Unkn19;MST1003;3uL;QtyorID;Unkn19;Unkn19;Treshold;27.6975441993624;89100.2167327871;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C08;Unkn19;MST1003;3uL;QtyorID;Unkn19;Unkn19;Treshold;27.6426879932598;92009.7457611774;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C09;Unkn19;MST1003;3uL;QtyorID;Unkn19;Unkn19;Treshold;31.1481164385811;11805.2478800113;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C10;Unkn27;NaN;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C11;Unkn27;NaN;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
C12;Unkn27;NaN;3uL;QtyorID;Unkn27;Unkn27;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D01;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;37.4272861003631;300;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D02;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;39.5743564044397;300;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D03;Std04;std1E2;3uL;QtyorID;Std04;Std04;Treshold;36.1763501503608;300;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D04;Unkn12;MST203;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D05;Unkn12;MST203;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D06;Unkn12;MST203;3uL;QtyorID;Unkn12;Unkn12;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D07;Unkn20;MST504;3uL;QtyorID;Unkn20;Unkn20;Treshold;29.8822164564231;24780.6116371899;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D08;Unkn20;MST504;3uL;QtyorID;Unkn20;Unkn20;Treshold;30.1838128688962;20767.6717466993;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D09;Unkn20;MST504;3uL;QtyorID;Unkn20;Unkn20;Treshold;34.1577141324335;2025.128486655;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D10;Unkn28;NaN;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D11;Unkn28;NaN;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
D12;Unkn28;NaN;3uL;QtyorID;Unkn28;Unkn28;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E01;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;NaN;30;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E02;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;NaN;30;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E03;Std05;std1E1;3uL;QtyorID;Std05;Std05;Treshold;41.2137960410457;30;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E04;Unkn13;MST468;3uL;QtyorID;Unkn13;Unkn13;Treshold;40.2154634842555;58.263912349849;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E05;Unkn13;MST468;3uL;QtyorID;Unkn13;Unkn13;Treshold;39.3834031363974;94.8572453271913;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E06;Unkn13;MST468;3uL;QtyorID;Unkn13;Unkn13;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E07;Unkn21;MST394;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E08;Unkn21;MST394;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E09;Unkn21;MST394;3uL;QtyorID;Unkn21;Unkn21;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E10;Unkn29;NaN;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E11;Unkn29;NaN;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
E12;Unkn29;NaN;3uL;QtyorID;Unkn29;Unkn29;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F01;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F02;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F03;Std06;std1E0;3uL;QtyorID;Std06;Std06;Treshold;NaN;3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F04;Unkn14;MST371;3uL;QtyorID;Unkn14;Unkn14;Treshold;40.7330379297215;43.02610114124;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F05;Unkn14;MST371;3uL;QtyorID;Unkn14;Unkn14;Treshold;41.8254905979665;22.6891892373784;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F06;Unkn14;MST371;3uL;QtyorID;Unkn14;Unkn14;Treshold;41.3810257474487;29.4366246941184;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F07;Unkn22;MST413;3uL;QtyorID;Unkn22;Unkn22;Treshold;37.613532968397;267.494115151151;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F08;Unkn22;MST413;3uL;QtyorID;Unkn22;Unkn22;Treshold;36.0276155047375;677.2695599;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F09;Unkn22;MST413;3uL;QtyorID;Unkn22;Unkn22;Treshold;42.9944270322984;11.440604617524;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F10;Unkn30;NaN;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F11;Unkn30;NaN;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
F12;Unkn30;NaN;3uL;QtyorID;Unkn30;Unkn30;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G01;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G02;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G03;Std07;std1E-1;3uL;QtyorID;Std07;Std07;Treshold;NaN;0.3;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G04;Unkn15;MST277;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G05;Unkn15;MST277;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G06;Unkn15;MST277;3uL;QtyorID;Unkn15;Unkn15;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G07;Unkn23;MST455;3uL;QtyorID;Unkn23;Unkn23;Treshold;29.3723731861862;33405.1102509718;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G08;Unkn23;MST455;3uL;QtyorID;Unkn23;Unkn23;Treshold;29.4656783007135;31628.3605734242;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G09;Unkn23;MST455;3uL;QtyorID;Unkn23;Unkn23;Treshold;35.7304051912468;806.064828184001;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G10;Unkn31;NaN;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G11;Unkn31;NaN;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
G12;Unkn31;NaN;3uL;QtyorID;Unkn31;Unkn31;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H01;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H02;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H03;NegCtrl08;std1ENTC;3uL;QtyorID;NegCtrl08;NegCtrl08;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H04;Unkn16;NEC17;3uL;QtyorID;Unkn16;Unkn16;Treshold;42.0613142428453;19.7618200670826;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H05;Unkn16;NEC17;3uL;QtyorID;Unkn16;Unkn16;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H06;Unkn16;NEC17;3uL;QtyorID;Unkn16;Unkn16;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H07;Unkn24;NEC20;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H08;Unkn24;NEC20;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H09;Unkn24;NEC20;3uL;QtyorID;Unkn24;Unkn24;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H10;Unkn32;NaN;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H11;Unkn32;NaN;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
H12;Unkn32;NaN;3uL;QtyorID;Unkn32;Unkn32;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0870;MONIS5biorad;assid22;Mnelei;plt05;qpcrrundate20210513
A01;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;26.5000238576032;300000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A02;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;27.3348880534363;300000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A03;Std01;std1E5;3uL;QtyorID;Std01;Std01;Treshold;24.7816672471413;300000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A04;Unkn09;MST510;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A05;Unkn09;MST510;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A06;Unkn09;MST510;3uL;QtyorID;Unkn09;Unkn09;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A07;Unkn17;MST1010;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A08;Unkn17;MST1010;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A09;Unkn17;MST1010;3uL;QtyorID;Unkn17;Unkn17;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A10;Unkn25;MST547;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A11;Unkn25;MST547;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
A12;Unkn25;MST547;3uL;QtyorID;Unkn25;Unkn25;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B01;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;NaN;30000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B02;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;32.1795872420318;30000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B03;Std02;std1E4;3uL;QtyorID;Std02;Std02;Treshold;30.2847127373734;30000;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B04;Unkn10;MST385;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B05;Unkn10;MST385;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
B06;Unkn10;MST385;3uL;QtyorID;Unkn10;Unkn10;Treshold;NaN;NaN;RSqdRn;SlopedRn;qpcr0871;MONIS5biorad;assid25;Homame;plt04;qpcrrundate20210514
