Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.5326969394266;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.7579892897799;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.7856454320195;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;37.619881662103;2.12194808133341;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;38.5374708753088;1.16441005170269;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0505_3uL_Qty or ID;Unkn09;Unkn09;Treshold;39.1466326134745;0.781775023955794;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0427_3uL_Qty or ID;Unkn17;Unkn17;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0185_3uL_Qty or ID;Unkn25;Unkn25;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.0592294272186;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.1060781774672;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;22.9803287372939;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;36.8191044773363;3.58248750508975;RSq (dRn);Slope (dRn)
B05;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;36.2831245793822;5.0865407311379;RSq (dRn);Slope (dRn)
B06;Unkn10_MST0486_3uL_Qty or ID;Unkn10;Unkn10;Treshold;35.9501595336945;6.32407111795787;RSq (dRn);Slope (dRn)
B07;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B08;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;37.0265501181051;3.12796982827486;RSq (dRn);Slope (dRn)
B09;Unkn18_MST0471_3uL_Qty or ID;Unkn18;Unkn18;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B10;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
B11;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;37.7510649755531;1.94748404061279;RSq (dRn);Slope (dRn)
B12;Unkn26_MST0562_3uL_Qty or ID;Unkn26;Unkn26;Treshold;39.2692693377351;0.7215201901599;RSq (dRn);Slope (dRn)
C01;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.5601221151802;3000;RSq (dRn);Slope (dRn)
C02;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;26.5698502834723;3000;RSq (dRn);Slope (dRn)
C03;Std03_std1E3_3uL_Qty or ID;Std03;Std03;Treshold;25.1101619462116;3000;RSq (dRn);Slope (dRn)
C04;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C05;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C06;Unkn11_MST0282_3uL_Qty or ID;Unkn11;Unkn11;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C07;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C08;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C09;Unkn19_MST0482_3uL_Qty or ID;Unkn19;Unkn19;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C10;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
C11;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;42.4652872921713;0.0892201208007278;RSq (dRn);Slope (dRn)
C12;Unkn27_MST0189_3uL_Qty or ID;Unkn27;Unkn27;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D01;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.1118957565564;300;RSq (dRn);Slope (dRn)
D02;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.1917680639584;300;RSq (dRn);Slope (dRn)
D03;Std04_std1E2_3uL_Qty or ID;Std04;Std04;Treshold;30.1042083921269;300;RSq (dRn);Slope (dRn)
D04;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D05;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D06;Unkn12_MST0293_3uL_Qty or ID;Unkn12;Unkn12;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D07;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D08;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D09;Unkn20_MST0518_3uL_Qty or ID;Unkn20;Unkn20;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D10;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
D11;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;48.9682891137263;0.00126874129953601;RSq (dRn);Slope (dRn)
D12;Unkn28_MST0292_3uL_Qty or ID;Unkn28;Unkn28;Treshold;45.7173846039748;0.0106352705495123;RSq (dRn);Slope (dRn)
E01;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.6227334991321;30;RSq (dRn);Slope (dRn)
E02;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.6258781396756;30;RSq (dRn);Slope (dRn)
E03;Std05_std1E1_3uL_Qty or ID;Std05;Std05;Treshold;33.4086228704293;30;RSq (dRn);Slope (dRn)
E04;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E05;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E06;Unkn13_MST0275_3uL_Qty or ID;Unkn13;Unkn13;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E07;Unkn21_MST0560_3uL_Qty or ID;Unkn21;Unkn21;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
E08;Unkn21_MST0560_3uL_Qty or ID;Unkn21;Unkn21;Treshold;37.0684314842159;3.04345384276499;RSq (dRn);Slope (dRn)
