Well;Well Name;Replicate;Well Type;Threshold (dRn);Ct (dRn);Quantity (copies);RSqdRn;Slope (dRn)
A01;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;20.1421284694025;300000;RSq (dRn);Slope (dRn)
A02;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;19.9572760287844;300000;RSq (dRn);Slope (dRn)
A03;Std01_std1E5_3uL_Qty or ID;Std01;Std01;Treshold;20.0371051141633;300000;RSq (dRn);Slope (dRn)
A04;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A05;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A06;Unkn09_MST0379_3uL_Qty or ID;Unkn09;Unkn09;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
A07;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.0889481470689;3335.66761828996;RSq (dRn);Slope (dRn)
A08;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.0902460793419;3332.95755791474;RSq (dRn);Slope (dRn)
A09;Unkn17_MST0530_3uL_Qty or ID;Unkn17;Unkn17;Treshold;27.1420486913324;3226.5733871712;RSq (dRn);Slope (dRn)
A10;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;30.9803315724193;291.663654851086;RSq (dRn);Slope (dRn)
A11;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;30.9379639463293;299.505368463773;RSq (dRn);Slope (dRn)
A12;Unkn25_MST0353_3uL_Qty or ID;Unkn25;Unkn25;Treshold;31.0561621477317;278.137427748444;RSq (dRn);Slope (dRn)
B01;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.5297412195603;30000;RSq (dRn);Slope (dRn)
B02;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.1493783158624;30000;RSq (dRn);Slope (dRn)
B03;Std02_std1E4_3uL_Qty or ID;Std02;Std02;Treshold;23.4024115722748;30000;RSq (dRn);Slope (dRn)
B04;Unkn10_MST0367_3uL_Qty or ID;Unkn10;Unkn10;Treshold;NaN;NaN;RSq (dRn);Slope (dRn)
