Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0378	22.67	3.00e+005	0.755	-2.673	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0378	23.03	3.00e+005	0.755	-2.673	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0378	22.40	3.00e+005	0.755	-2.673	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0378	26.03	3.00e+004	0.755	-2.673	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0378	25.68	3.00e+004	0.755	-2.673	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0378	26.58	3.00e+004	0.755	-2.673	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0378	29.95	3.00e+003	0.755	-2.673	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0378	30.29	3.00e+003	0.755	-2.673	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0378	29.03	3.00e+003	0.755	-2.673	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0378	33.12	3.00e+002	0.755	-2.673	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0378	32.13	3.00e+002	0.755	-2.673	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0378	32.64	3.00e+002	0.755	-2.673	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0378	36.86	3.00e+001	0.755	-2.673	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0378	36.14	3.00e+001	0.755	-2.673	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0378	37.12	3.00e+001	0.755	-2.673	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0378	40.97	3.00e+000	0.755	-2.673	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0378	37.51	3.00e+000	0.755	-2.673	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0378	39.45	3.00e+000	0.755	-2.673	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0378	No Ct	No Ct	0.755	-2.673	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0378	No Ct	No Ct	0.755	-2.673	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0378	29.61	3.00e-001	0.755	-2.673	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0378	No Ct	No Ct	0.755	-2.673	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0378	No Ct	No Ct	0.755	-2.673	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0378	No Ct	No Ct	0.755	-2.673	
A4	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0378	35.99	9.36	0.755	-2.673	
A5	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0378	37.35	2.90	0.755	-2.673	
A6	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0378	35.84	1.059e+001	0.755	-2.673	
B4	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0378	No Ct	No Ct	0.755	-2.673	
B5	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0378	40.21	2.472e-001	0.755	-2.673	
B6	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0378	No Ct	No Ct	0.755	-2.673	
C4	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0378	No Ct	No Ct	0.755	-2.673	
C5	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0378	No Ct	No Ct	0.755	-2.673	
C6	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0378	No Ct	No Ct	0.755	-2.673	
D4	12_MST2023061STEX31_06_3uL_  Qty or ID	Unknown	12	0.0378	23.68	3.763e+005	0.755	-2.673	
