Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0270	19.15	3.00e+005	0.984	-3.399	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0270	19.66	3.00e+005	0.984	-3.399	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0270	19.39	3.00e+005	0.984	-3.399	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0270	22.68	3.00e+004	0.984	-3.399	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0270	22.73	3.00e+004	0.984	-3.399	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0270	23.13	3.00e+004	0.984	-3.399	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0270	26.21	3.00e+003	0.984	-3.399	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0270	26.24	3.00e+003	0.984	-3.399	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0270	26.10	3.00e+003	0.984	-3.399	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0270	29.57	3.00e+002	0.984	-3.399	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0270	29.95	3.00e+002	0.984	-3.399	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0270	29.94	3.00e+002	0.984	-3.399	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0270	33.45	3.00e+001	0.984	-3.399	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0270	32.97	3.00e+001	0.984	-3.399	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0270	33.42	3.00e+001	0.984	-3.399	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0270	36.23	3.00e+000	0.984	-3.399	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0270	38.53	3.00e+000	0.984	-3.399	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0270	37.36	3.00e+000	0.984	-3.399	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0270	No Ct	No Ct	0.984	-3.399	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0270	37.41	3.00e-001	0.984	-3.399	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0270	No Ct	No Ct	0.984	-3.399	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0270	No Ct	No Ct	0.984	-3.399	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0270	No Ct	No Ct	0.984	-3.399	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0270	36.11	3.92	0.984	-3.399	
A4	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0270	No Ct	No Ct	0.984	-3.399	
A5	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0270	No Ct	No Ct	0.984	-3.399	
A6	09_MST2022100STEX31_01_3uL_  Qty or ID	Unknown	9	0.0270	No Ct	No Ct	0.984	-3.399	
B4	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0270	No Ct	No Ct	0.984	-3.399	
B5	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0270	No Ct	No Ct	0.984	-3.399	
B6	10_MST2023051STEX31_04_3uL_  Qty or ID	Unknown	10	0.0270	No Ct	No Ct	0.984	-3.399	
C4	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0270	No Ct	No Ct	0.984	-3.399	
C5	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0270	No Ct	No Ct	0.984	-3.399	
C6	11_MST2023034STEX31_05_3uL_  Qty or ID	Unknown	11	0.0270	No Ct	No Ct	0.984	-3.399	
D4	12_MST2023061STEX31_06_3uL_  Qty or ID	Unknown	12	0.0270	No Ct	No Ct	0.984	-3.399	
D5	12_MST2023061STEX31_06_3uL_  Qty or ID	Unknown	12	0.0270	No Ct	No Ct	0.984	-3.399	
D6	12_MST2023061STEX31_06_3uL_  Qty or ID	Unknown	12	0.0270	No Ct	No Ct	0.984	-3.399	
E4	13_MST2023076STEX31_07_3uL_  Qty or ID	Unknown	13	0.0270	No Ct	No Ct	0.984	-3.399	
E5	13_MST2023076STEX31_07_3uL_  Qty or ID	Unknown	13	0.0270	No Ct	No Ct	0.984	-3.399	
E6	13_MST2023076STEX31_07_3uL_  Qty or ID	Unknown	13	0.0270	No Ct	No Ct	0.984	-3.399	
F4	14_MST2022103STEX31_09_3uL_  Qty or ID	Unknown	14	0.0270	No Ct	No Ct	0.984	-3.399	
F5	14_MST2022103STEX31_09_3uL_  Qty or ID	Unknown	14	0.0270	No Ct	No Ct	0.984	-3.399	
F6	14_MST2022103STEX31_09_3uL_  Qty or ID	Unknown	14	0.0270	No Ct	No Ct	0.984	-3.399	
G4	15_MST2023064STEX31_12_3uL_  Qty or ID	Unknown	15	0.0270	No Ct	No Ct	0.984	-3.399	
G5	15_MST2023064STEX31_12_3uL_  Qty or ID	Unknown	15	0.0270	No Ct	No Ct	0.984	-3.399	
G6	15_MST2023064STEX31_12_3uL_  Qty or ID	Unknown	15	0.0270	No Ct	No Ct	0.984	-3.399	
H4	16_MST2023009STEX31_15_3uL_  Qty or ID	Unknown	16	0.0270	No Ct	No Ct	0.984	-3.399	
H5	16_MST2023009STEX31_15_3uL_  Qty or ID	Unknown	16	0.0270	No Ct	No Ct	0.984	-3.399	
H6	16_MST2023009STEX31_15_3uL_  Qty or ID	Unknown	16	0.0270	No Ct	No Ct	0.984	-3.399	
A7	17_MST2022089STEX31_17_3uL_  Qty or ID	Unknown	17	0.0270	No Ct	No Ct	0.984	-3.399	
A8	17_MST2022089STEX31_17_3uL_  Qty or ID	Unknown	17	0.0270	No Ct	No Ct	0.984	-3.399	
A9	17_MST2022089STEX31_17_3uL_  Qty or ID	Unknown	17	0.0270	37.71	1.33	0.984	-3.399	
B7	18_MST2023086STEX31_19_3uL_  Qty or ID	Unknown	18	0.0270	No Ct	No Ct	0.984	-3.399	
B8	18_MST2023086STEX31_19_3uL_  Qty or ID	Unknown	18	0.0270	No Ct	No Ct	0.984	-3.399	
B9	18_MST2023086STEX31_19_3uL_  Qty or ID	Unknown	18	0.0270	No Ct	No Ct	0.984	-3.399	
C7	19_MST2022077STEX31_22_3uL_  Qty or ID	Unknown	19	0.0270	No Ct	No Ct	0.984	-3.399	
C8	19_MST2022077STEX31_22_3uL_  Qty or ID	Unknown	19	0.0270	No Ct	No Ct	0.984	-3.399	
C9	19_MST2022077STEX31_22_3uL_  Qty or ID	Unknown	19	0.0270	No Ct	No Ct	0.984	-3.399	
D7	20_MST2023001STEX32_01_3uL_  Qty or ID	Unknown	20	0.0270	No Ct	No Ct	0.984	-3.399	
D8	20_MST2023001STEX32_01_3uL_  Qty or ID	Unknown	20	0.0270	No Ct	No Ct	0.984	-3.399	
D9	20_MST2023001STEX32_01_3uL_  Qty or ID	Unknown	20	0.0270	No Ct	No Ct	0.984	-3.399	
E7	21_MST2022052STEX32_04_3uL_  Qty or ID	Unknown	21	0.0270	No Ct	No Ct	0.984	-3.399	
E8	21_MST2022052STEX32_04_3uL_  Qty or ID	Unknown	21	0.0270	No Ct	No Ct	0.984	-3.399	
E9	21_MST2022052STEX32_04_3uL_  Qty or ID	Unknown	21	0.0270	No Ct	No Ct	0.984	-3.399	
F7	22_MST2023015STEX32_16_3uL_  Qty or ID	Unknown	22	0.0270	No Ct	No Ct	0.984	-3.399	
F8	22_MST2023015STEX32_16_3uL_  Qty or ID	Unknown	22	0.0270	No Ct	No Ct	0.984	-3.399	
F9	22_MST2023015STEX32_16_3uL_  Qty or ID	Unknown	22	0.0270	No Ct	No Ct	0.984	-3.399	
G7	23_MST2022094STEX32_07_3uL_  Qty or ID	Unknown	23	0.0270	No Ct	No Ct	0.984	-3.399	
G8	23_MST2022094STEX32_07_3uL_  Qty or ID	Unknown	23	0.0270	No Ct	No Ct	0.984	-3.399	
G9	23_MST2022094STEX32_07_3uL_  Qty or ID	Unknown	23	0.0270	No Ct	No Ct	0.984	-3.399	
H7	24_MST2023114STEX32_11_3uL_  Qty or ID	Unknown	24	0.0270	No Ct	No Ct	0.984	-3.399	
H8	24_MST2023114STEX32_11_3uL_  Qty or ID	Unknown	24	0.0270	No Ct	No Ct	0.984	-3.399	
H9	24_MST2023114STEX32_11_3uL_  Qty or ID	Unknown	24	0.0270	No Ct	No Ct	0.984	-3.399	
A10	25_MST2023016STEX32_12_3uL_  Qty or ID	Unknown	25	0.0270	No Ct	No Ct	0.984	-3.399	
A11	25_MST2023016STEX32_12_3uL_  Qty or ID	Unknown	25	0.0270	No Ct	No Ct	0.984	-3.399	
A12	25_MST2023016STEX32_12_3uL_  Qty or ID	Unknown	25	0.0270	No Ct	No Ct	0.984	-3.399	
B10	26_MST2022097STEX32_14_3uL_  Qty or ID	Unknown	26	0.0270	No Ct	No Ct	0.984	-3.399	
B11	26_MST2022097STEX32_14_3uL_  Qty or ID	Unknown	26	0.0270	No Ct	No Ct	0.984	-3.399	
B12	26_MST2022097STEX32_14_3uL_  Qty or ID	Unknown	26	0.0270	No Ct	No Ct	0.984	-3.399	
C10	27_MST2023118STEX32_18_3uL_  Qty or ID	Unknown	27	0.0270	No Ct	No Ct	0.984	-3.399	
C11	27_MST2023118STEX32_18_3uL_  Qty or ID	Unknown	27	0.0270	No Ct	No Ct	0.984	-3.399	
