"Lat_Species";"reccat";"yer";"mnt";"declat";"declon";"source";"ssn.per";"yer_ssn.per"
"3331";"Acipenser baerii";"ingen DNA";2020;8;56.8568333333333;10.7847694444444;"MONIS6";"jul - nov";"2020, jul - nov"
"3332";"Acipenser baerii";"ingen DNA";2020;8;56.6627666666667;9.96781388888889;"MONIS6";"jul - nov";"2020, jul - nov"
"3333";"Acipenser baerii";"ingen DNA";2020;8;56.9573333333333;9.05207222222222;"MONIS6";"jul - nov";"2020, jul - nov"
"3334";"Acipenser baerii";"ingen DNA";2020;8;56.6207333333333;9.06791111111111;"MONIS6";"jul - nov";"2020, jul - nov"
"3335";"Acipenser baerii";"ingen DNA";2020;8;54.9979444444444;10.1516333333333;"MONIS6";"jul - nov";"2020, jul - nov"
"3336";"Acipenser baerii";"ingen DNA";2020;8;55.6749722222222;10.0834583333333;"MONIS6";"jul - nov";"2020, jul - nov"
"3337";"Acipenser baerii";"ingen DNA";2020;8;56.1551;10.31935;"MONIS6";"jul - nov";"2020, jul - nov"
"3338";"Acipenser baerii";"ingen DNA";2020;8;55.3376333333333;8.35006666666667;"MONIS6";"jul - nov";"2020, jul - nov"
"3339";"Acipenser baerii";"ingen DNA";2020;8;56.4436166666667;10.9522722222222;"MONIS6";"jul - nov";"2020, jul - nov"
"3340";"Acipenser baerii";"ingen DNA";2020;8;55.862;12.75;"MONIS6";"jul - nov";"2020, jul - nov"
"3341";"Acipenser baerii";"ingen DNA";2020;9;56.1318333333333;11.1501472222222;"MONIS6";"jul - nov";"2020, jul - nov"
"3342";"Acipenser baerii";"ingen DNA";2020;9;55.0001666666667;13.3;"MONIS6";"jul - nov";"2020, jul - nov"
"3343";"Acipenser baerii";"ingen DNA";2020;9;54.7395166666667;12.0860916666667;"MONIS6";"jul - nov";"2020, jul - nov"
"3344";"Acipenser baerii";"ingen DNA";2020;9;56.0778333333333;8.21679444444444;"MONIS6";"jul - nov";"2020, jul - nov"
"3345";"Acipenser baerii";"ingen DNA";2020;9;54.7350833333333;11.083625;"MONIS6";"jul - nov";"2020, jul - nov"
"3346";"Acipenser baerii";"ingen DNA";2020;5;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2020, jan - jun"
"3347";"Acipenser baerii";"ingen DNA";2020;3;55.0294777777778;10.4241472222222;"MONIS6";"jan - jun";"2020, jan - jun"
"3348";"Acipenser baerii";"ingen DNA";2020;6;57.5407666666667;10.4687805555556;"MONIS6";"jan - jun";"2020, jan - jun"
"3349";"Karenia mikimotoi";"ingen DNA";2021;9;56.0778333333333;8.21678611111111;"MONIS6";"jul - nov";"2021, jul - nov"
"3350";"Karenia mikimotoi";"miljø DNA fundet";2021;9;57.6078333333333;9.90025555555555;"MONIS6";"jul - nov";"2021, jul - nov"
"3351";"Karenia mikimotoi";"miljø DNA fundet";2021;6;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2021, jan - jun"
"3352";"Karenia mikimotoi";"ingen DNA";2021;6;57.5407666666667;10.4687805555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3353";"Karenia mikimotoi";"miljø DNA fundet";2021;9;56.4437333333333;10.9524027777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3354";"Karenia mikimotoi";"miljø DNA fundet";2021;9;55.3375166666667;8.35012777777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3355";"Karenia mikimotoi";"miljø DNA fundet";2021;5;55.3375166666667;8.35012777777778;"MONIS6";"jan - jun";"2021, jan - jun"
"3356";"Karenia mikimotoi";"ingen DNA";2021;5;55.0938666666667;8.56828611111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3357";"Karenia mikimotoi";"ingen DNA";2021;6;55.4678333333333;10.5169333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3358";"Karenia mikimotoi";"miljø DNA fundet";2021;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3359";"Karenia mikimotoi";"ingen DNA";2021;6;55.713;12.04;"MONIS6";"jan - jun";"2021, jan - jun"
"3360";"Karenia mikimotoi";"ingen DNA";2021;6;55.0334833333333;15.5078333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3361";"Karenia mikimotoi";"ingen DNA";2021;3;54.8341666666667;9.81666666666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3362";"Karenia mikimotoi";"ingen DNA";2021;3;55.0262;10.3685111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3363";"Karenia mikimotoi";"ingen DNA";2021;4;55.7021833333333;9.66136111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3364";"Karenia mikimotoi";"ingen DNA";2021;5;55.6743833333333;10.0845083333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3365";"Karenia mikimotoi";"ingen DNA";2021;5;56.1547333333333;10.3170055555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3366";"Karenia mikimotoi";"ingen DNA";2021;5;56.2094;10.6003444444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3367";"Karenia mikimotoi";"ingen DNA";2021;5;55.4392166666667;10.8276944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3368";"Karenia mikimotoi";"ingen DNA";2021;5;54.9975833333333;10.1654166666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3369";"Karenia mikimotoi";"ingen DNA";2021;6;56.9543333333333;9.07075;"MONIS6";"jan - jun";"2021, jan - jun"
"3370";"Karenia mikimotoi";"miljø DNA fundet";2021;8;56.1544166666667;10.3166972222222;"MONIS6";"jul - nov";"2021, jul - nov"
"3371";"Karenia mikimotoi";"ingen DNA";2021;4;56.0778333333333;8.21670555555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3372";"Karenia mikimotoi";"miljø DNA fundet";2021;9;56.954;9.05020833333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3373";"Karenia mikimotoi";"ingen DNA";2021;9;56.6208333333333;9.06681944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3374";"Karenia mikimotoi";"miljø DNA fundet";2021;9;56.8561;10.7845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3375";"Karenia mikimotoi";"ingen DNA";2021;10;56.6626666666667;9.96678333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3376";"Karenia mikimotoi";"ingen DNA";2021;4;56.6261666666667;10.3204;"MONIS6";"jan - jun";"2021, jan - jun"
"3377";"Karenia mikimotoi";"ingen DNA";2021;4;56.6008333333333;8.400225;"MONIS6";"jan - jun";"2021, jan - jun"
"3378";"Karenia mikimotoi";"ingen DNA";2021;3;55.8656666666667;11.7835111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3379";"Karenia mikimotoi";"ingen DNA";2021;5;56.6626666666667;9.96678333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3380";"Karenia mikimotoi";"ingen DNA";2021;5;55;13.3;"MONIS6";"jan - jun";"2021, jan - jun"
"3381";"Karenia mikimotoi";"ingen DNA";2021;5;55.8666666666667;12.75;"MONIS6";"jan - jun";"2021, jan - jun"
"3382";"Karenia mikimotoi";"ingen DNA";2021;5;56.8566666666667;10.7834722222222;"MONIS6";"jan - jun";"2021, jan - jun"
"3383";"Karenia mikimotoi";"ingen DNA";2021;5;56.6208333333333;9.06681944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3384";"Karenia mikimotoi";"ingen DNA";2021;9;55.25;15.9833333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3385";"Karenia mikimotoi";"miljø DNA fundet";2021;9;56.1305;11.1501055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3386";"Karenia mikimotoi";"ingen DNA";2021;4;55.1395;11.5002361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3387";"Karenia mikimotoi";"ingen DNA";2021;5;56.1316666666667;11.1513361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3388";"Karenia mikimotoi";"ingen DNA";2021;9;54.9996666666667;13.3;"MONIS6";"jul - nov";"2021, jul - nov"
"3389";"Karenia mikimotoi";"miljø DNA fundet";2021;9;55.8616666666667;12.7336055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3390";"Karenia mikimotoi";"miljø DNA fundet";2021;10;54.9976833333333;10.1517305555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3391";"Karenia mikimotoi";"ingen DNA";2021;8;54.7410833333333;12.0851805555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3392";"Karenia mikimotoi";"ingen DNA";2021;8;54.73475;11.0846527777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3393";"Karenia mikimotoi";"ingen DNA";2021;7;55.15755;11.6357944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3394";"Karenia mikimotoi";"ingen DNA";2021;8;55.713;12.04;"MONIS6";"jul - nov";"2021, jul - nov"
"3395";"Karenia mikimotoi";"miljø DNA fundet";2021;8;55.6743833333333;10.0845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3396";"Pseudochattonella verruculosa";"ingen DNA";2021;9;56.0778333333333;8.21678611111111;"MONIS6";"jul - nov";"2021, jul - nov"
"3397";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;57.6078333333333;9.90025555555555;"MONIS6";"jul - nov";"2021, jul - nov"
"3398";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;6;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2021, jan - jun"
"3399";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;6;57.5407666666667;10.4687805555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3400";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;56.4437333333333;10.9524027777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3401";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;55.3375166666667;8.35012777777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3402";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;5;55.3375166666667;8.35012777777778;"MONIS6";"jan - jun";"2021, jan - jun"
"3403";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;5;55.0938666666667;8.56828611111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3404";"Pseudochattonella verruculosa";"ingen DNA";2021;6;55.4678333333333;10.5169333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3405";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3406";"Pseudochattonella verruculosa";"ingen DNA";2021;6;55.713;12.04;"MONIS6";"jan - jun";"2021, jan - jun"
"3407";"Pseudochattonella verruculosa";"ingen DNA";2021;6;55.0334833333333;15.5078333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3408";"Pseudochattonella verruculosa";"ingen DNA";2021;3;54.8341666666667;9.81666666666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3409";"Pseudochattonella verruculosa";"ingen DNA";2021;3;55.0262;10.3685111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3410";"Pseudochattonella verruculosa";"ingen DNA";2021;4;55.7021833333333;9.66136111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3411";"Pseudochattonella verruculosa";"ingen DNA";2021;5;55.6743833333333;10.0845083333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3412";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.1547333333333;10.3170055555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3413";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.2094;10.6003444444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3414";"Pseudochattonella verruculosa";"ingen DNA";2021;5;55.4392166666667;10.8276944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3415";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;5;54.9975833333333;10.1654166666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3416";"Pseudochattonella verruculosa";"ingen DNA";2021;6;56.9543333333333;9.07075;"MONIS6";"jan - jun";"2021, jan - jun"
"3417";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;8;56.1544166666667;10.3166972222222;"MONIS6";"jul - nov";"2021, jul - nov"
"3418";"Pseudochattonella verruculosa";"ingen DNA";2021;4;56.0778333333333;8.21670555555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3419";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;56.954;9.05020833333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3420";"Pseudochattonella verruculosa";"ingen DNA";2021;9;56.6208333333333;9.06681944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3421";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;56.8561;10.7845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3422";"Pseudochattonella verruculosa";"ingen DNA";2021;10;56.6626666666667;9.96678333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3423";"Pseudochattonella verruculosa";"ingen DNA";2021;4;56.6261666666667;10.3204;"MONIS6";"jan - jun";"2021, jan - jun"
"3424";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;4;56.6008333333333;8.400225;"MONIS6";"jan - jun";"2021, jan - jun"
"3425";"Pseudochattonella verruculosa";"ingen DNA";2021;3;55.8656666666667;11.7835111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3426";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.6626666666667;9.96678333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3427";"Pseudochattonella verruculosa";"ingen DNA";2021;5;55;13.3;"MONIS6";"jan - jun";"2021, jan - jun"
"3428";"Pseudochattonella verruculosa";"ingen DNA";2021;5;55.8666666666667;12.75;"MONIS6";"jan - jun";"2021, jan - jun"
"3429";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.8566666666667;10.7834722222222;"MONIS6";"jan - jun";"2021, jan - jun"
"3430";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.6208333333333;9.06681944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3431";"Pseudochattonella verruculosa";"ingen DNA";2021;9;55.25;15.9833333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3432";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;9;56.1305;11.1501055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3433";"Pseudochattonella verruculosa";"ingen DNA";2021;4;55.1395;11.5002361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3434";"Pseudochattonella verruculosa";"ingen DNA";2021;5;56.1316666666667;11.1513361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3435";"Pseudochattonella verruculosa";"ingen DNA";2021;9;54.9996666666667;13.3;"MONIS6";"jul - nov";"2021, jul - nov"
"3436";"Pseudochattonella verruculosa";"ingen DNA";2021;9;55.8616666666667;12.7336055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3437";"Pseudochattonella verruculosa";"ingen DNA";2021;10;54.9976833333333;10.1517305555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3438";"Pseudochattonella verruculosa";"ingen DNA";2021;8;54.7410833333333;12.0851805555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3439";"Pseudochattonella verruculosa";"ingen DNA";2021;8;54.73475;11.0846527777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3440";"Pseudochattonella verruculosa";"ingen DNA";2021;7;55.15755;11.6357944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3441";"Pseudochattonella verruculosa";"ingen DNA";2021;8;55.713;12.04;"MONIS6";"jul - nov";"2021, jul - nov"
"3442";"Pseudochattonella verruculosa";"miljø DNA fundet";2021;8;55.6743833333333;10.0845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3443";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.0778333333333;8.21678611111111;"MONIS6";"jul - nov";"2021, jul - nov"
"3444";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;57.6078333333333;9.90025555555555;"MONIS6";"jul - nov";"2021, jul - nov"
"3445";"Mnemiopsis leidyi";"ingen DNA";2021;6;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2021, jan - jun"
"3446";"Mnemiopsis leidyi";"miljø DNA fundet";2021;6;57.5407666666667;10.4687805555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3447";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.4437333333333;10.9524027777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3448";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;55.3375166666667;8.35012777777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3449";"Mnemiopsis leidyi";"ingen DNA";2021;5;55.3375166666667;8.35012777777778;"MONIS6";"jan - jun";"2021, jan - jun"
"3450";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;55.0938666666667;8.56828611111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3451";"Mnemiopsis leidyi";"miljø DNA fundet";2021;6;55.4678333333333;10.5169333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3452";"Mnemiopsis leidyi";"miljø DNA fundet";2021;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3453";"Mnemiopsis leidyi";"ingen DNA";2021;6;55.713;12.04;"MONIS6";"jan - jun";"2021, jan - jun"
"3454";"Mnemiopsis leidyi";"ingen DNA";2021;6;55.0334833333333;15.5078333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3455";"Mnemiopsis leidyi";"miljø DNA fundet";2021;3;54.8341666666667;9.81666666666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3456";"Mnemiopsis leidyi";"ingen DNA";2021;3;55.0262;10.3685111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3457";"Mnemiopsis leidyi";"miljø DNA fundet";2021;4;55.7021833333333;9.66136111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3458";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;55.6743833333333;10.0845083333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3459";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;56.1547333333333;10.3170055555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3460";"Mnemiopsis leidyi";"ingen DNA";2021;5;56.2094;10.6003444444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3461";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;55.4392166666667;10.8276944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3462";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;54.9975833333333;10.1654166666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3463";"Mnemiopsis leidyi";"ingen DNA";2021;6;56.9543333333333;9.07075;"MONIS6";"jan - jun";"2021, jan - jun"
"3464";"Mnemiopsis leidyi";"miljø DNA fundet";2021;8;56.1544166666667;10.3166972222222;"MONIS6";"jul - nov";"2021, jul - nov"
"3465";"Mnemiopsis leidyi";"ingen DNA";2021;4;56.0778333333333;8.21670555555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3466";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.954;9.05020833333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3467";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.6208333333333;9.06681944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3468";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.8561;10.7845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3469";"Mnemiopsis leidyi";"miljø DNA fundet";2021;10;56.6626666666667;9.96678333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3470";"Mnemiopsis leidyi";"ingen DNA";2021;4;56.6261666666667;10.3204;"MONIS6";"jan - jun";"2021, jan - jun"
"3471";"Mnemiopsis leidyi";"ingen DNA";2021;4;56.6008333333333;8.400225;"MONIS6";"jan - jun";"2021, jan - jun"
"3472";"Mnemiopsis leidyi";"miljø DNA fundet";2021;3;55.8656666666667;11.7835111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3473";"Mnemiopsis leidyi";"ingen DNA";2021;5;56.6626666666667;9.96678333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3474";"Mnemiopsis leidyi";"ingen DNA";2021;5;55;13.3;"MONIS6";"jan - jun";"2021, jan - jun"
"3475";"Mnemiopsis leidyi";"ingen DNA";2021;5;55.8666666666667;12.75;"MONIS6";"jan - jun";"2021, jan - jun"
"3476";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;56.8566666666667;10.7834722222222;"MONIS6";"jan - jun";"2021, jan - jun"
"3477";"Mnemiopsis leidyi";"ingen DNA";2021;5;56.6208333333333;9.06681944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3478";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;55.25;15.9833333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3479";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;56.1305;11.1501055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3480";"Mnemiopsis leidyi";"ingen DNA";2021;4;55.1395;11.5002361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3481";"Mnemiopsis leidyi";"miljø DNA fundet";2021;5;56.1316666666667;11.1513361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3482";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;54.9996666666667;13.3;"MONIS6";"jul - nov";"2021, jul - nov"
"3483";"Mnemiopsis leidyi";"miljø DNA fundet";2021;9;55.8616666666667;12.7336055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3484";"Mnemiopsis leidyi";"miljø DNA fundet";2021;10;54.9976833333333;10.1517305555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3485";"Mnemiopsis leidyi";"miljø DNA fundet";2021;8;54.7410833333333;12.0851805555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3486";"Mnemiopsis leidyi";"miljø DNA fundet";2021;8;54.73475;11.0846527777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3487";"Mnemiopsis leidyi";"miljø DNA fundet";2021;7;55.15755;11.6357944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3488";"Mnemiopsis leidyi";"miljø DNA fundet";2021;8;55.713;12.04;"MONIS6";"jul - nov";"2021, jul - nov"
"3489";"Mnemiopsis leidyi";"miljø DNA fundet";2021;8;55.6743833333333;10.0845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3490";"Cordylophora caspia";"ingen DNA";2021;9;56.0778333333333;8.21678611111111;"MONIS6";"jul - nov";"2021, jul - nov"
"3491";"Cordylophora caspia";"ingen DNA";2021;9;57.6078333333333;9.90025555555555;"MONIS6";"jul - nov";"2021, jul - nov"
"3492";"Cordylophora caspia";"ingen DNA";2021;6;57.6078333333333;9.90025555555555;"MONIS6";"jan - jun";"2021, jan - jun"
"3493";"Cordylophora caspia";"ingen DNA";2021;6;57.5407666666667;10.4687805555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3494";"Cordylophora caspia";"ingen DNA";2021;9;56.4437333333333;10.9524027777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3495";"Cordylophora caspia";"ingen DNA";2021;9;55.3375166666667;8.35012777777778;"MONIS6";"jul - nov";"2021, jul - nov"
"3496";"Cordylophora caspia";"ingen DNA";2021;5;55.3375166666667;8.35012777777778;"MONIS6";"jan - jun";"2021, jan - jun"
"3497";"Cordylophora caspia";"ingen DNA";2021;5;55.0938666666667;8.56828611111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3498";"Cordylophora caspia";"ingen DNA";2021;6;55.4678333333333;10.5169333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3499";"Cordylophora caspia";"ingen DNA";2021;10;55.4678333333333;10.5169333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3500";"Cordylophora caspia";"ingen DNA";2021;6;55.713;12.04;"MONIS6";"jan - jun";"2021, jan - jun"
"3501";"Cordylophora caspia";"ingen DNA";2021;6;55.0334833333333;15.5078333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3502";"Cordylophora caspia";"ingen DNA";2021;3;54.8341666666667;9.81666666666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3503";"Cordylophora caspia";"ingen DNA";2021;3;55.0262;10.3685111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3504";"Cordylophora caspia";"ingen DNA";2021;4;55.7021833333333;9.66136111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3505";"Cordylophora caspia";"ingen DNA";2021;5;55.6743833333333;10.0845083333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3506";"Cordylophora caspia";"ingen DNA";2021;5;56.1547333333333;10.3170055555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3507";"Cordylophora caspia";"ingen DNA";2021;5;56.2094;10.6003444444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3508";"Cordylophora caspia";"ingen DNA";2021;5;55.4392166666667;10.8276944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3509";"Cordylophora caspia";"ingen DNA";2021;5;54.9975833333333;10.1654166666667;"MONIS6";"jan - jun";"2021, jan - jun"
"3510";"Cordylophora caspia";"ingen DNA";2021;6;56.9543333333333;9.07075;"MONIS6";"jan - jun";"2021, jan - jun"
"3511";"Cordylophora caspia";"ingen DNA";2021;8;56.1544166666667;10.3166972222222;"MONIS6";"jul - nov";"2021, jul - nov"
"3512";"Cordylophora caspia";"ingen DNA";2021;4;56.0778333333333;8.21670555555556;"MONIS6";"jan - jun";"2021, jan - jun"
"3513";"Cordylophora caspia";"ingen DNA";2021;9;56.954;9.05020833333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3514";"Cordylophora caspia";"ingen DNA";2021;9;56.6208333333333;9.06681944444444;"MONIS6";"jul - nov";"2021, jul - nov"
"3515";"Cordylophora caspia";"ingen DNA";2021;9;56.8561;10.7845083333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3516";"Cordylophora caspia";"ingen DNA";2021;10;56.6626666666667;9.96678333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3517";"Cordylophora caspia";"ingen DNA";2021;4;56.6261666666667;10.3204;"MONIS6";"jan - jun";"2021, jan - jun"
"3518";"Cordylophora caspia";"ingen DNA";2021;4;56.6008333333333;8.400225;"MONIS6";"jan - jun";"2021, jan - jun"
"3519";"Cordylophora caspia";"ingen DNA";2021;3;55.8656666666667;11.7835111111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3520";"Cordylophora caspia";"ingen DNA";2021;5;56.6626666666667;9.96678333333333;"MONIS6";"jan - jun";"2021, jan - jun"
"3521";"Cordylophora caspia";"ingen DNA";2021;5;55;13.3;"MONIS6";"jan - jun";"2021, jan - jun"
"3522";"Cordylophora caspia";"ingen DNA";2021;5;55.8666666666667;12.75;"MONIS6";"jan - jun";"2021, jan - jun"
"3523";"Cordylophora caspia";"ingen DNA";2021;5;56.8566666666667;10.7834722222222;"MONIS6";"jan - jun";"2021, jan - jun"
"3524";"Cordylophora caspia";"ingen DNA";2021;5;56.6208333333333;9.06681944444444;"MONIS6";"jan - jun";"2021, jan - jun"
"3525";"Cordylophora caspia";"ingen DNA";2021;9;55.25;15.9833333333333;"MONIS6";"jul - nov";"2021, jul - nov"
"3526";"Cordylophora caspia";"ingen DNA";2021;9;56.1305;11.1501055555556;"MONIS6";"jul - nov";"2021, jul - nov"
"3527";"Cordylophora caspia";"ingen DNA";2021;4;55.1395;11.5002361111111;"MONIS6";"jan - jun";"2021, jan - jun"
"3528";"Cordylophora caspia";"ingen DNA";2021;5;56.1316666666667;11.1513361111111;"MONIS6";"jan - jun";"2021, jan - jun"
