Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0788	26.95	3.00e+005	0.969	-3.145	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0788	26.54	3.00e+005	0.969	-3.145	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0788	26.23	3.00e+005	0.969	-3.145	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0788	30.94	3.00e+004	0.969	-3.145	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0788	30.99	3.00e+004	0.969	-3.145	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0788	30.20	3.00e+004	0.969	-3.145	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0788	34.65	3.00e+003	0.969	-3.145	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0788	35.32	3.00e+003	0.969	-3.145	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0788	35.10	3.00e+003	0.969	-3.145	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0788	38.23	3.00e+002	0.969	-3.145	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0788	38.17	3.00e+002	0.969	-3.145	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0788	38.02	3.00e+002	0.969	-3.145	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0788	41.00	3.00e+001	0.969	-3.145	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0788	40.10	3.00e+001	0.969	-3.145	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0788	40.33	3.00e+001	0.969	-3.145	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0788	41.90	3.00e+000	0.969	-3.145	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0788	42.33	3.00e+000	0.969	-3.145	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0788	42.09	3.00e+000	0.969	-3.145	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0788	No Ct	No Ct	0.969	-3.145	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0788	No Ct	No Ct	0.969	-3.145	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0788	No Ct	No Ct	0.969	-3.145	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0788	No Ct	No Ct	0.969	-3.145	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0788	No Ct	No Ct	0.969	-3.145	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0788	No Ct	No Ct	0.969	-3.145	
A4	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0788	No Ct	No Ct	0.969	-3.145	
A5	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0788	No Ct	No Ct	0.969	-3.145	
A6	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0788	No Ct	No Ct	0.969	-3.145	
B4	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0788	No Ct	No Ct	0.969	-3.145	
B5	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0788	No Ct	No Ct	0.969	-3.145	
B6	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0788	No Ct	No Ct	0.969	-3.145	
C4	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0788	No Ct	No Ct	0.969	-3.145	
C5	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0788	No Ct	No Ct	0.969	-3.145	
C6	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0788	No Ct	No Ct	0.969	-3.145	
D4	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0788	No Ct	No Ct	0.969	-3.145	
D5	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0788	No Ct	No Ct	0.969	-3.145	
D6	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0788	No Ct	No Ct	0.969	-3.145	
