Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0897	25.50	3.00e+005	0.996	-3.564	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0897	25.62	3.00e+005	0.996	-3.564	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0897	25.38	3.00e+005	0.996	-3.564	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0897	29.42	3.00e+004	0.996	-3.564	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0897	29.32	3.00e+004	0.996	-3.564	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0897	28.99	3.00e+004	0.996	-3.564	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0897	32.84	3.00e+003	0.996	-3.564	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0897	32.98	3.00e+003	0.996	-3.564	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0897	32.89	3.00e+003	0.996	-3.564	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0897	36.39	3.00e+002	0.996	-3.564	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0897	36.34	3.00e+002	0.996	-3.564	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0897	36.27	3.00e+002	0.996	-3.564	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0897	39.66	3.00e+001	0.996	-3.564	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0897	40.38	3.00e+001	0.996	-3.564	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0897	39.78	3.00e+001	0.996	-3.564	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0897	44.57	3.00e+000	0.996	-3.564	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0897	No Ct	No Ct	0.996	-3.564	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0897	No Ct	No Ct	0.996	-3.564	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0897	No Ct	No Ct	0.996	-3.564	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0897	No Ct	No Ct	0.996	-3.564	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0897	45.97	3.00e-001	0.996	-3.564	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0897	No Ct	No Ct	0.996	-3.564	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0897	No Ct	No Ct	0.996	-3.564	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0897	No Ct	No Ct	0.996	-3.564	
A4	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0897	38.87	5.912e+001	0.996	-3.564	
A5	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0897	39.56	3.771e+001	0.996	-3.564	
A6	09_MST-2022-039 _28_01 _3uL_  Qty or ID	Unknown	9	0.0897	39.04	5.287e+001	0.996	-3.564	
B4	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0897	No Ct	No Ct	0.996	-3.564	
B5	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0897	No Ct	No Ct	0.996	-3.564	
B6	10_MST-2022-056 _28_02 _3uL_  Qty or ID	Unknown	10	0.0897	No Ct	No Ct	0.996	-3.564	
C4	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0897	No Ct	No Ct	0.996	-3.564	
C5	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0897	No Ct	No Ct	0.996	-3.564	
C6	11_MST-1011 _28_03 _3uL_  Qty or ID	Unknown	11	0.0897	No Ct	No Ct	0.996	-3.564	
D4	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0897	No Ct	No Ct	0.996	-3.564	
D5	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0897	No Ct	No Ct	0.996	-3.564	
D6	12_MST-2022-087 _28_04 _3uL_  Qty or ID	Unknown	12	0.0897	No Ct	No Ct	0.996	-3.564	
E4	13_MST-454 _28_07 _3uL_  Qty or ID	Unknown	13	0.0897	36.35	2.998e+002	0.996	-3.564	
E5	13_MST-454 _28_07 _3uL_  Qty or ID	Unknown	13	0.0897	36.94	2.048e+002	0.996	-3.564	
E6	13_MST-454 _28_07 _3uL_  Qty or ID	Unknown	13	0.0897	36.88	2.134e+002	0.996	-3.564	
F4	14_MST-2022-045 _28_11 _3uL_  Qty or ID	Unknown	14	0.0897	No Ct	No Ct	0.996	-3.564	
F5	14_MST-2022-045 _28_11 _3uL_  Qty or ID	Unknown	14	0.0897	No Ct	No Ct	0.996	-3.564	
F6	14_MST-2022-045 _28_11 _3uL_  Qty or ID	Unknown	14	0.0897	No Ct	No Ct	0.996	-3.564	
G4	15_MST-2022-073 _28_12 _3uL_  Qty or ID	Unknown	15	0.0897	33.37	2.052e+003	0.996	-3.564	
G5	15_MST-2022-073 _28_12 _3uL_  Qty or ID	Unknown	15	0.0897	33.75	1.611e+003	0.996	-3.564	
