Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0066	18.63	3.00e+005	0.845	-4.567	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0066	20.14	3.00e+005	0.845	-4.567	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0066	19.65	3.00e+005	0.845	-4.567	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0066	23.45	3.00e+004	0.845	-4.567	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0066	22.78	3.00e+004	0.845	-4.567	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0066	23.15	3.00e+004	0.845	-4.567	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0066	26.09	3.00e+003	0.845	-4.567	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0066	26.80	3.00e+003	0.845	-4.567	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0066	27.39	3.00e+003	0.845	-4.567	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0066	30.21	3.00e+002	0.845	-4.567	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0066	30.78	3.00e+002	0.845	-4.567	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0066	30.87	3.00e+002	0.845	-4.567	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0066	32.97	3.00e+001	0.845	-4.567	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0066	48.58	3.00e+001	0.845	-4.567	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0066	33.46	3.00e+001	0.845	-4.567	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0066	No Ct	No Ct	0.845	-4.567	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0066	No Ct	No Ct	0.845	-4.567	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0066	37.92	3.00e+000	0.845	-4.567	
