Well;replno;smpltp;templvol;QtyID;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;qpcrno;MONISprojectno;AssayID;speciesabbr;plateno;qpcrrundate
H8;24;MST-2021-002STEX27-05;3uL;QtyorID;Unknown;24;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
H9;24;MST-2021-002STEX27-05;3uL;QtyorID;Unknown;24;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
A10;25;MST-2021-003STEX27-06;3uL;QtyorID;Unknown;25;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
A11;25;MST-2021-003STEX27-06;3uL;QtyorID;Unknown;25;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
A12;25;MST-2021-003STEX27-06;3uL;QtyorID;Unknown;25;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
B10;26;MST-2021-006STEX27-07;3uL;QtyorID;Unknown;26;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
B11;26;MST-2021-006STEX27-07;3uL;QtyorID;Unknown;26;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
B12;26;MST-2021-006STEX27-07;3uL;QtyorID;Unknown;26;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
C10;27;MST-2021-007STEX27-09;3uL;QtyorID;Unknown;27;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
C11;27;MST-2021-007STEX27-09;3uL;QtyorID;Unknown;27;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
C12;27;MST-2021-007STEX27-09;3uL;QtyorID;Unknown;27;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
D10;28;MST-2021-028STEX27-21;3uL;QtyorID;Unknown;28;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
D11;28;MST-2021-028STEX27-21;3uL;QtyorID;Unknown;28;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
D12;28;MST-2021-028STEX27-21;3uL;QtyorID;Unknown;28;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
E10;29;MST-2022-055STEX27-12;3uL;QtyorID;Unknown;29;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
E11;29;MST-2022-055STEX27-12;3uL;QtyorID;Unknown;29;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
E12;29;MST-2022-055STEX27-12;3uL;QtyorID;Unknown;29;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
F10;30;MST-2021-013STEX27-15;3uL;QtyorID;Unknown;30;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
F11;30;MST-2021-013STEX27-15;3uL;QtyorID;Unknown;30;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
F12;30;MST-2021-013STEX27-15;3uL;QtyorID;Unknown;30;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
G10;31;MST-2022-054STEX27-16;3uL;QtyorID;Unknown;31;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
G11;31;MST-2022-054STEX27-16;3uL;QtyorID;Unknown;31;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
G12;31;MST-2022-054STEX27-16;3uL;QtyorID;Unknown;31;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
H10;32;MST-442STEX27-24;3uL;QtyorID;Unknown;32;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
H11;32;MST-442STEX27-24;3uL;QtyorID;Unknown;32;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
H12;32;MST-442STEX27-24;3uL;QtyorID;Unknown;32;0.0135;NoCt;NoCt;0.967;-3.178;qpcr1014;MONIS6MST2022;AssID21;Acigue;plt01;qpcrrundate20230928
A1;01;std1E5;3uL;QtyorID;Standard;1;0.0788;26.95;3.00e+005;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A2;01;std1E5;3uL;QtyorID;Standard;1;0.0788;26.54;3.00e+005;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A3;01;std1E5;3uL;QtyorID;Standard;1;0.0788;26.23;3.00e+005;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B1;02;std1E4;3uL;QtyorID;Standard;2;0.0788;30.94;3.00e+004;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B2;02;std1E4;3uL;QtyorID;Standard;2;0.0788;30.99;3.00e+004;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B3;02;std1E4;3uL;QtyorID;Standard;2;0.0788;30.20;3.00e+004;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C1;03;std1E3;3uL;QtyorID;Standard;3;0.0788;34.65;3.00e+003;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C2;03;std1E3;3uL;QtyorID;Standard;3;0.0788;35.32;3.00e+003;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C3;03;std1E3;3uL;QtyorID;Standard;3;0.0788;35.10;3.00e+003;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D1;04;std1E2;3uL;QtyorID;Standard;4;0.0788;38.23;3.00e+002;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D2;04;std1E2;3uL;QtyorID;Standard;4;0.0788;38.17;3.00e+002;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D3;04;std1E2;3uL;QtyorID;Standard;4;0.0788;38.02;3.00e+002;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E1;05;std1E1;3uL;QtyorID;Standard;5;0.0788;41.00;3.00e+001;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E2;05;std1E1;3uL;QtyorID;Standard;5;0.0788;40.10;3.00e+001;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E3;05;std1E1;3uL;QtyorID;Standard;5;0.0788;40.33;3.00e+001;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F1;06;std1E0;3uL;QtyorID;Standard;6;0.0788;41.90;3.00e+000;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F2;06;std1E0;3uL;QtyorID;Standard;6;0.0788;42.33;3.00e+000;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F3;06;std1E0;3uL;QtyorID;Standard;6;0.0788;42.09;3.00e+000;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G1;07;std1E-1;3uL;QtyorID;Standard;7;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G2;07;std1E-1;3uL;QtyorID;Standard;7;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G3;07;std1E-1;3uL;QtyorID;Standard;7;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H1;08;std1ENTC;3uL;QtyorID;NTC;8;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H2;08;std1ENTC;3uL;QtyorID;NTC;8;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H3;08;std1ENTC;3uL;QtyorID;NTC;8;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A4;09;MST-2022-039STEX28-01;3uL;QtyorID;Unknown;9;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A5;09;MST-2022-039STEX28-01;3uL;QtyorID;Unknown;9;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A6;09;MST-2022-039STEX28-01;3uL;QtyorID;Unknown;9;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B4;10;MST-2022-056STEX28-02;3uL;QtyorID;Unknown;10;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B5;10;MST-2022-056STEX28-02;3uL;QtyorID;Unknown;10;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B6;10;MST-2022-056STEX28-02;3uL;QtyorID;Unknown;10;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C4;11;MST-1011STEX28-03;3uL;QtyorID;Unknown;11;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C5;11;MST-1011STEX28-03;3uL;QtyorID;Unknown;11;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C6;11;MST-1011STEX28-03;3uL;QtyorID;Unknown;11;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D4;12;MST-2022-087STEX28-04;3uL;QtyorID;Unknown;12;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D5;12;MST-2022-087STEX28-04;3uL;QtyorID;Unknown;12;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D6;12;MST-2022-087STEX28-04;3uL;QtyorID;Unknown;12;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E4;13;MST-454STEX28-07;3uL;QtyorID;Unknown;13;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E5;13;MST-454STEX28-07;3uL;QtyorID;Unknown;13;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E6;13;MST-454STEX28-07;3uL;QtyorID;Unknown;13;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F4;14;MST-2022-045STEX28-11;3uL;QtyorID;Unknown;14;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F5;14;MST-2022-045STEX28-11;3uL;QtyorID;Unknown;14;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F6;14;MST-2022-045STEX28-11;3uL;QtyorID;Unknown;14;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G4;15;MST-2022-073STEX28-12;3uL;QtyorID;Unknown;15;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G5;15;MST-2022-073STEX28-12;3uL;QtyorID;Unknown;15;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G6;15;MST-2022-073STEX28-12;3uL;QtyorID;Unknown;15;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H4;16;MST-2022-032STEX28-14;3uL;QtyorID;Unknown;16;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H5;16;MST-2022-032STEX28-14;3uL;QtyorID;Unknown;16;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H6;16;MST-2022-032STEX28-14;3uL;QtyorID;Unknown;16;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A7;17;MST-2022-066STEX28-18;3uL;QtyorID;Unknown;17;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A8;17;MST-2022-066STEX28-18;3uL;QtyorID;Unknown;17;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A9;17;MST-2022-066STEX28-18;3uL;QtyorID;Unknown;17;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B7;18;MST-2022-040STEX28-21;3uL;QtyorID;Unknown;18;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B8;18;MST-2022-040STEX28-21;3uL;QtyorID;Unknown;18;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B9;18;MST-2022-040STEX28-21;3uL;QtyorID;Unknown;18;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C7;19;MST-2022-053STEX29-01;3uL;QtyorID;Unknown;19;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C8;19;MST-2022-053STEX29-01;3uL;QtyorID;Unknown;19;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C9;19;MST-2022-053STEX29-01;3uL;QtyorID;Unknown;19;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D7;20;MST-2022-035STEX29-02;3uL;QtyorID;Unknown;20;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D8;20;MST-2022-035STEX29-02;3uL;QtyorID;Unknown;20;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D9;20;MST-2022-035STEX29-02;3uL;QtyorID;Unknown;20;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E7;21;MST-2022-104STEX29-05;3uL;QtyorID;Unknown;21;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E8;21;MST-2022-104STEX29-05;3uL;QtyorID;Unknown;21;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E9;21;MST-2022-104STEX29-05;3uL;QtyorID;Unknown;21;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F7;22;MST-2022-069STEX29-11;3uL;QtyorID;Unknown;22;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F8;22;MST-2022-069STEX29-11;3uL;QtyorID;Unknown;22;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F9;22;MST-2022-069STEX29-11;3uL;QtyorID;Unknown;22;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G7;23;MST-2021-025STEX29-06;3uL;QtyorID;Unknown;23;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G8;23;MST-2021-025STEX29-06;3uL;QtyorID;Unknown;23;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G9;23;MST-2021-025STEX29-06;3uL;QtyorID;Unknown;23;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H7;24;MST-2022-080STEX29-17;3uL;QtyorID;Unknown;24;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H8;24;MST-2022-080STEX29-17;3uL;QtyorID;Unknown;24;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H9;24;MST-2022-080STEX29-17;3uL;QtyorID;Unknown;24;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A10;25;MST-2022-088STEX29-20;3uL;QtyorID;Unknown;25;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A11;25;MST-2022-088STEX29-20;3uL;QtyorID;Unknown;25;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A12;25;MST-2022-088STEX29-20;3uL;QtyorID;Unknown;25;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B10;26;MST-2022-081STEX29-22;3uL;QtyorID;Unknown;26;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B11;26;MST-2022-081STEX29-22;3uL;QtyorID;Unknown;26;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
B12;26;MST-2022-081STEX29-22;3uL;QtyorID;Unknown;26;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C10;27;MST-2022-060STEX29-08;3uL;QtyorID;Unknown;27;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C11;27;MST-2022-060STEX29-08;3uL;QtyorID;Unknown;27;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
C12;27;MST-2022-060STEX29-08;3uL;QtyorID;Unknown;27;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D10;28;MST-2022-086STEX29-25;3uL;QtyorID;Unknown;28;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D11;28;MST-2022-086STEX29-25;3uL;QtyorID;Unknown;28;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
D12;28;MST-2022-086STEX29-25;3uL;QtyorID;Unknown;28;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E10;29;MST-2022-093STEX29-26;3uL;QtyorID;Unknown;29;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E11;29;MST-2022-093STEX29-26;3uL;QtyorID;Unknown;29;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
E12;29;MST-2022-093STEX29-26;3uL;QtyorID;Unknown;29;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F10;30;MST-1040STEX29-27;3uL;QtyorID;Unknown;30;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F11;30;MST-1040STEX29-27;3uL;QtyorID;Unknown;30;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
F12;30;MST-1040STEX29-27;3uL;QtyorID;Unknown;30;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G10;31;MST-2022-034STEX28-09;3uL;QtyorID;Unknown;31;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G11;31;MST-2022-034STEX28-09;3uL;QtyorID;Unknown;31;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
G12;31;MST-2022-034STEX28-09;3uL;QtyorID;Unknown;31;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H10;32;MST-2022-064STEX27-13;3uL;QtyorID;Unknown;32;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H11;32;MST-2022-064STEX27-13;3uL;QtyorID;Unknown;32;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
H12;32;MST-2022-064STEX27-13;3uL;QtyorID;Unknown;32;0.0788;NoCt;NoCt;0.969;-3.145;qpcr1015;MONIS6MST2022;AssID21;Acigue;plt02;qpcrrundate20230928
A1;01;std1E5;3uL;QtyorID;Standard;1;0.0407;22.18;3.00e+005;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
A2;01;std1E5;3uL;QtyorID;Standard;1;0.0407;24.37;3.00e+005;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
A3;01;std1E5;3uL;QtyorID;Standard;1;0.0407;23.91;3.00e+005;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
B1;02;std1E4;3uL;QtyorID;Standard;2;0.0407;26.79;3.00e+004;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
B2;02;std1E4;3uL;QtyorID;Standard;2;0.0407;26.94;3.00e+004;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
B3;02;std1E4;3uL;QtyorID;Standard;2;0.0407;26.21;3.00e+004;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
C1;03;std1E3;3uL;QtyorID;Standard;3;0.0407;28.60;3.00e+003;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
C2;03;std1E3;3uL;QtyorID;Standard;3;0.0407;32.55;3.00e+003;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
C3;03;std1E3;3uL;QtyorID;Standard;3;0.0407;34.32;3.00e+003;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
D1;04;std1E2;3uL;QtyorID;Standard;4;0.0407;36.49;3.00e+002;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
D2;04;std1E2;3uL;QtyorID;Standard;4;0.0407;33.61;3.00e+002;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
D3;04;std1E2;3uL;QtyorID;Standard;4;0.0407;32.87;3.00e+002;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
E1;05;std1E1;3uL;QtyorID;Standard;5;0.0407;34.75;3.00e+001;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
E2;05;std1E1;3uL;QtyorID;Standard;5;0.0407;38.82;3.00e+001;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
E3;05;std1E1;3uL;QtyorID;Standard;5;0.0407;42.46;3.00e+001;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
F1;06;std1E0;3uL;QtyorID;Standard;6;0.0407;NoCt;NoCt;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
F2;06;std1E0;3uL;QtyorID;Standard;6;0.0407;40.30;3.00e+000;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
F3;06;std1E0;3uL;QtyorID;Standard;6;0.0407;36.99;3.00e+000;0.863;-3.372;qpcr1016;MONIS6MST2022;AssID09;Neomel;plt01;qpcrrundate20230929
