Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.1927	24.34	3.00e+005	0.990	-3.182	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.1927	24.40	3.00e+005	0.990	-3.182	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.1927	24.34	3.00e+005	0.990	-3.182	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.1927	27.73	3.00e+004	0.990	-3.182	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.1927	27.99	3.00e+004	0.990	-3.182	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.1927	27.80	3.00e+004	0.990	-3.182	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.1927	31.32	3.00e+003	0.990	-3.182	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.1927	31.56	3.00e+003	0.990	-3.182	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.1927	31.35	3.00e+003	0.990	-3.182	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.1927	34.65	3.00e+002	0.990	-3.182	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.1927	34.72	3.00e+002	0.990	-3.182	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.1927	34.39	3.00e+002	0.990	-3.182	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.1927	37.94	3.00e+001	0.990	-3.182	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.1927	38.13	3.00e+001	0.990	-3.182	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.1927	37.96	3.00e+001	0.990	-3.182	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.1927	41.09	3.00e+000	0.990	-3.182	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.1927	40.12	3.00e+000	0.990	-3.182	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.1927	41.21	3.00e+000	0.990	-3.182	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1927	No Ct	No Ct	0.990	-3.182	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1927	No Ct	No Ct	0.990	-3.182	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.1927	41.93	3.00e-001	0.990	-3.182	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1927	No Ct	No Ct	0.990	-3.182	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1927	No Ct	No Ct	0.990	-3.182	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.1927	41.64	1.50	0.990	-3.182	
A4	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.1927	No Ct	No Ct	0.990	-3.182	
A5	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.1927	No Ct	No Ct	0.990	-3.182	
A6	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.1927	No Ct	No Ct	0.990	-3.182	
B4	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.1927	No Ct	No Ct	0.990	-3.182	
B5	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.1927	No Ct	No Ct	0.990	-3.182	
B6	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.1927	No Ct	No Ct	0.990	-3.182	
C4	11_MST-2021-019 _26_06 _3uL_  Qty or ID	Unknown	11	0.1927	No Ct	No Ct	0.990	-3.182	
C5	11_MST-2021-019 _26_06 _3uL_  Qty or ID	Unknown	11	0.1927	No Ct	No Ct	0.990	-3.182	
C6	11_MST-2021-019 _26_06 _3uL_  Qty or ID	Unknown	11	0.1927	No Ct	No Ct	0.990	-3.182	
D4	12_MST-2022-050 _26_07 _3uL_  Qty or ID	Unknown	12	0.1927	No Ct	No Ct	0.990	-3.182	
D5	12_MST-2022-050 _26_07 _3uL_  Qty or ID	Unknown	12	0.1927	No Ct	No Ct	0.990	-3.182	
D6	12_MST-2022-050 _26_07 _3uL_  Qty or ID	Unknown	12	0.1927	No Ct	No Ct	0.990	-3.182	
E4	13_MST-2021-005 _26_09 _3uL_  Qty or ID	Unknown	13	0.1927	No Ct	No Ct	0.990	-3.182	
