Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E5_3uL_  Qty or ID	Standard	1	0.0407	22.18	3.00e+005	0.863	-3.372	
A2	01_std1E5_3uL_  Qty or ID	Standard	1	0.0407	24.37	3.00e+005	0.863	-3.372	
A3	01_std1E5_3uL_  Qty or ID	Standard	1	0.0407	23.91	3.00e+005	0.863	-3.372	
B1	02_std1E4_3uL_  Qty or ID	Standard	2	0.0407	26.79	3.00e+004	0.863	-3.372	
B2	02_std1E4_3uL_  Qty or ID	Standard	2	0.0407	26.94	3.00e+004	0.863	-3.372	
B3	02_std1E4_3uL_  Qty or ID	Standard	2	0.0407	26.21	3.00e+004	0.863	-3.372	
C1	03_std1E3_3uL_  Qty or ID	Standard	3	0.0407	28.60	3.00e+003	0.863	-3.372	
C2	03_std1E3_3uL_  Qty or ID	Standard	3	0.0407	32.55	3.00e+003	0.863	-3.372	
C3	03_std1E3_3uL_  Qty or ID	Standard	3	0.0407	34.32	3.00e+003	0.863	-3.372	
D1	04_std1E2_3uL_  Qty or ID	Standard	4	0.0407	36.49	3.00e+002	0.863	-3.372	
D2	04_std1E2_3uL_  Qty or ID	Standard	4	0.0407	33.61	3.00e+002	0.863	-3.372	
D3	04_std1E2_3uL_  Qty or ID	Standard	4	0.0407	32.87	3.00e+002	0.863	-3.372	
E1	05_std1E1_3uL_  Qty or ID	Standard	5	0.0407	34.75	3.00e+001	0.863	-3.372	
E2	05_std1E1_3uL_  Qty or ID	Standard	5	0.0407	38.82	3.00e+001	0.863	-3.372	
E3	05_std1E1_3uL_  Qty or ID	Standard	5	0.0407	42.46	3.00e+001	0.863	-3.372	
F1	06_std1E0_3uL_  Qty or ID	Standard	6	0.0407	No Ct	No Ct	0.863	-3.372	
F2	06_std1E0_3uL_  Qty or ID	Standard	6	0.0407	40.30	3.00e+000	0.863	-3.372	
F3	06_std1E0_3uL_  Qty or ID	Standard	6	0.0407	36.99	3.00e+000	0.863	-3.372	
G1	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0407	No Ct	No Ct	0.863	-3.372	
G2	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0407	No Ct	No Ct	0.863	-3.372	
G3	07_std1E-1_3uL_  Qty or ID	Standard	7	0.0407	No Ct	No Ct	0.863	-3.372	
H1	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0407	No Ct	No Ct	0.863	-3.372	
H2	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0407	No Ct	No Ct	0.863	-3.372	
H3	08_std1ENTC_3uL_  Qty or ID	NTC	8	0.0407	No Ct	No Ct	0.863	-3.372	
A4	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.0407	No Ct	No Ct	0.863	-3.372	
A5	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.0407	No Ct	No Ct	0.863	-3.372	
A6	09_MST-566 _26_02 _3uL_  Qty or ID	Unknown	9	0.0407	No Ct	No Ct	0.863	-3.372	
B4	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.0407	No Ct	No Ct	0.863	-3.372	
B5	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.0407	No Ct	No Ct	0.863	-3.372	
B6	10_MST-2021-012 _26_04 _3uL_  Qty or ID	Unknown	10	0.0407	No Ct	No Ct	0.863	-3.372	
C4	11_MST-2021-019 _26_06 _3uL_  Qty or ID	Unknown	11	0.0407	No Ct	No Ct	0.863	-3.372	
C5	11_MST-2021-019 _26_06 _3uL_  Qty or ID	Unknown	11	0.0407	No Ct	No Ct	0.863	-3.372	
