"","Vandprvenummer_unikt_nummer_U_Pr_Nr","Ansvarlig_prvetager_navn_Navn_Inds","Skib_skib","Institution_Inst","dato_dato_inds","lokalitet_navn_omrde_Lok_omr","position_breddegrad_lok_pos","position_lngdegrad_lok_pos","Max_vanddybde_p_lokalitet_max_Dyb","Dybde_hvor_vandprve_er_indhentet_fra_Dyb_Str","Volumen_vand_filtreret_Vwf","Er_vandsjlen_lagdelt_ja_nej","Dybde_for_lagdelingen_Dyb_lagd","dato_hvor_vandprve_er_overfrt_fra_15_C_til_80_C_dato_80C","Temperatur_p_vandprve_ved_indsamling_Temp_Inds","Er_vandhenter_behrigt_skyllet_inden_vandprven_blev_indsamlet_ja_nej","Er_pose_og_filter_udskiftet_i_Amphiltrator_inden_prven_er_blevet_filtreret_ja_nej","Vandprven_blev_indsamlet_samtidigt_med_bundfauna_makroalge_zooplankton_fytoplankton_fiskeri","Restvand_er_presset_ud_af_filteret_inden_indfrysning_ja_nej","Zip_lock_pose_med_filter_er_markeret_med_dato_unikt_nummer_og_lokalitet_ja_nej","Bemrkninger","position_breddegrad_lok_pos03","position_breddegrad_lok_pos02","position_lngdegrad_lok_pos03","position_lngdegrad_lok_pos02","tidspunkt_hvor_vandprve_er_indsamlet_tdspkt_inds_01","tidspunkt_hvor_vandprve_er_filtreret_tdspkt_filt","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_01","tidspunkt_hvor_vandprve_er_indfrosset_15_C_tdspkt_indfr_02"
"105","MST166","JOCTH","Musling","Midtjylland","2019-05-14","SkivefjordVIB3727_1",57.370125,9.068025,4.7,1,1500,"ja","3.6","2019-05-14","11","ja","ja","Plankton","ja","ja",NA,"57o37.243","57DEGR_22MINUT_12.45SECONDS","009o04,489","009DEGR_04MINUT_4.89SECONDS","09:03","10:10","10:13",NA
"106","MST172","JOCTH","Musling","Nordjylland","2019-05-21","aalborgbugtNOR409",56.8566666666667,10.7847222222222,14.7,1,1500,"ja","7.5","2019-05-21","12.3","ja","ja","Plankton","ja","ja",NA,"56o51,400","56DEGR_51MINUT_24SECONDS","010o47,500","010DEGR_47MINUT_5SECONDS","09:20","09:38","09:40",NA
"107","MST173","JOCTH","Musling","Nordjylland","2019-05-21","aalborgbugtNOR409",56.8566666666667,10.7847222222222,14.7,1,1500,"ja","7.5","2019-05-21","12.3","ja","ja","Plankton","ja","ja",NA,"56o51,400","56DEGR_51MINUT_24SECONDS","010o47,500","010DEGR_47MINUT_5SECONDS","09:20","09:58","10:00",NA
"108","MST175","JOCTH","Musling","Nordjylland","2019-05-21","aalborgbugtNOR409",56.8566666666667,10.7847222222222,14.7,1,1500,"ja","7.5","2019-05-21","12.3","ja","ja","Plankton","ja","ja",NA,"56o51,400","56DEGR_51MINUT_24SECONDS","010o47,500","010DEGR_47MINUT_5SECONDS","09:20","10:19","10:21",NA
"109","MST185","GEPED","Musling","Nordjylland","2019-05-22","MariagerfjordNOR5503",56.66285,9.96779444444444,27,1,1350,"ja","4,5 og 14","2019-05-28","14.07","ja","ja","Plankton","ja","ja",NA,"56o39,771","56DEGR_39MINUT_46.26SECONDS","009o58,406","009DEGR_58MINUT_4.06SECONDS","07:58","09:00","09:05",NA
"110","MST168","GEPED","Musling","Nordjylland","2019-05-22","MariagerfjordNOR5503",56.66285,9.96779444444444,27,1,1350,"ja","4,5 og 14","2019-05-22","14.07","ja","ja","Plankton","ja","ja",NA,"56o39,771","56DEGR_39MINUT_46.26SECONDS","009o58,406","009DEGR_58MINUT_4.06SECONDS","07:58","08:37","08:40",NA
"111","MST171","GEPED","Musling","Nordjylland","2019-05-22","MariagerfjordNOR5503",56.66285,9.96779444444444,27,1,1350,"ja","4,5 og 14","2019-05-22","14.07","ja","ja","Plankton","ja","ja",NA,"56o39,771","56DEGR_39MINUT_46.26SECONDS","009o58,406","009DEGR_58MINUT_4.06SECONDS","07:58","08:16","08:19",NA
"112","MST469","JOCTH","Musling","Midtjylland","2019-08-29","SkivefjordVIB3727_1",57.3698666666667,9.06805555555556,4.7,1,800,"ja","2.2000000000000002","2019-08-29","21.5","ja","ja","Plankton","ja","ja",NA,"57o37.200","57DEGR_22MINUT_11.52SECONDS","009o04,500","009DEGR_04MINUT_5SECONDS","09:00","09:55","09:57",NA
"113","MST181","JOCTH","Musling","Midtjylland","2019-08-29","SkivefjordVIB3727_1",57.3698666666667,9.06805555555556,4.7,1,700,"ja","2.2000000000000002","2019-08-29","21.5","ja","ja","Plankton","ja","ja",NA,"57o37.200","57DEGR_22MINUT_11.52SECONDS","009o04,500","009DEGR_04MINUT_5SECONDS","09:00","09:39","09:42",NA
"114","MST527","JOCTH","Musling","Midtjylland","2019-08-29","SkivefjordVIB3727_1",57.3698666666667,9.06805555555556,4.7,1,700,"ja","2.2000000000000002","2019-08-29","21.5","ja","ja","Plankton","ja","ja",NA,"57o37.200","57DEGR_22MINUT_11.52SECONDS","009o04,500","009DEGR_04MINUT_5SECONDS","09:00","09:23","09:26",NA
"115","MST475","JOCTH","Musling","Nordjylland","2019-08-28","LoegstoerbredningVIB3708_1",57.955,9.05194444444444,7,1,1000,"nej",NA,"2019-08-29","20.3","ja","ja","Plankton","ja","ja",NA,"57o57,300","57DEGR_57MINUT_18SECONDS","009o03,700","009DEGR_03MINUT_7SECONDS","13:00","13:54","13:55",NA
"116","MST474","JOCTH","Musling","Nordjylland","2019-08-28","LoegstoerbredningVIB3708_1",57.955,9.05194444444444,7,1,900,"nej",NA,"2019-08-29","20.3","ja","ja","Plankton","ja","ja",NA,"57o57,300","57DEGR_57MINUT_18SECONDS","009o03,700","009DEGR_03MINUT_7SECONDS","13:00","13:34","13:36",NA
"117","MST473","JOCTH","Musling","Nordjylland","2019-08-28","LoegstoerbredningVIB3708_1",57.955,9.05194444444444,7,1,1000,"nej",NA,"2019-08-29","20.3","ja","ja","Plankton","ja","ja",NA,"57o57,300","57DEGR_57MINUT_18SECONDS","009o03,700","009DEGR_03MINUT_7SECONDS","13:00","13:22","13:24",NA
"118","MST524","JOCTH","Musling","Nordjylland","2019-08-27","MariagerfjordNOR5503",56.6616666666667,9.96777777777778,27,1,1700,"ja","Flere lag","2019-08-29","19.8","ja","ja","Plankton","ja","ja",NA,"56o39,700","56DEGR_39MINUT_42SECONDS","009o58,400","009DEGR_58MINUT_4SECONDS","10:33","11:27","11:29",NA
"119","MST518","JOCTH","Musling","Nordjylland","2019-08-27","MariagerfjordNOR5503",56.6616666666667,9.96777777777778,27,1,1600,"ja","Flere lag","2019-08-29","19.8","ja","ja","Plankton","ja","ja",NA,"56o39,700","56DEGR_39MINUT_42SECONDS","009o58,400","009DEGR_58MINUT_4SECONDS","10:33","11:05","11:09",NA
"120","MST481","JOCTH","Musling","Nordjylland","2019-08-27","MariagerfjordNOR5503",56.6616666666667,9.96777777777778,27,1,1700,"ja","Flere lag","2019-08-29","19.8","ja","ja","Plankton","ja","ja",NA,"56o39,700","56DEGR_39MINUT_42SECONDS","009o58,400","009DEGR_58MINUT_4SECONDS","10:33","10:50","10:55",NA
"121","MST419","JOCTH","Musling","Nordjylland","2019-08-26","aalborgbugtNOR409",56.85705,10.7846472222222,14,1,1800,"ja","2.5","2019-08-29","17.8","ja","ja","Plankton","ja","ja",NA,"56o51,423","56DEGR_51MINUT_25.38SECONDS","010o47,473","010DEGR_47MINUT_4.73SECONDS","10:27","10:41","10:50",NA
"122","MST536","JOCTH","Musling","Nordjylland","2019-08-26","aalborgbugtNOR409",56.85705,10.7846472222222,14,1,1800,"ja","2.5","2019-08-29","17.8","ja","ja","Plankton","ja","ja",NA,"56o51,423","56DEGR_51MINUT_25.38SECONDS","010o47,473","010DEGR_47MINUT_4.73SECONDS","10:27","10:57","11:00",NA
"123","MST465","JOCTH","Musling","Nordjylland","2019-08-26","aalborgbugtNOR409",56.85705,10.7846472222222,14,1,1800,"ja","2.5","2019-08-29","17.8","ja","ja","Plankton","ja","ja",NA,"56o51,423","56DEGR_51MINUT_25.38SECONDS","010o47,473","010DEGR_47MINUT_4.73SECONDS","10:27","11:25","11:26",NA
"124","MST148","EmilGuddalLarsen","Dykkerbaad","Sjaelland","2019-06-25","Nivaaoeresund",55.93765,12.5168833333333,3.1,2.1,1700,"nej","-","2019-06-28","20","ja","ja","makroalger","ja","ja",NA,"5556.259","55DEGR_56MINUT_15.54SECONDS","1231.78","012DEGR_31MINUT_0.78SECONDS","15:55","16:34","16:35",NA
"125","MST139","EmilGuddalLarsen","Dykkerbaad","Sjaelland","2019-06-25","Nivaaoeresund",55.93765,12.5168833333333,3.1,2.1,1700,"nej","-","2019-06-28","20","ja","ja","makroalger","ja","ja",NA,"5556.259","55DEGR_56MINUT_15.54SECONDS","1231.78","012DEGR_31MINUT_0.78SECONDS","15:55","17:02","17:02",NA
"126","MST158","EmilGuddalLarsen","Dykkerbaad","Sjaelland","2019-06-25","Nivaaoeresund",55.93765,12.5168833333333,3.1,2.3,1650,"nej","-","2019-06-28","20","ja","ja","makroalger","ja","ja",NA,"5556.259","55DEGR_56MINUT_15.54SECONDS","1231.78","012DEGR_31MINUT_0.78SECONDS","15:55","17:27","17:27",NA
"127","MST144","EmilGuddalLarsen","Capella","Sjaelland","2019-09-05","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2019-09-05","18.6","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","09:54","10:29","10:30",NA
"128","MST440","EmilGuddalLarsen","Capella","Sjaelland","2019-09-05","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2019-09-05","18.6","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:33","10:53","10:54",NA
"129","MST479","EmilGuddalLarsen","Capella","Sjaelland","2019-09-05","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2019-09-05","18.6","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:56","11:19","11:20",NA
"130","MST476","EmilGuddalLarsen","Capella","Sjaelland","2019-05-23","RoskildefjordRoskildebredning",55.713,12.04,5,1,1500,"nej","-","2019-05-23","15.33","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:02","10:41","10:43",NA
"131","MST561","EmilGuddalLarsen","Capella","Sjaelland","2019-05-23","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2019-05-23","15.33","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","10:48","11:12","11:14",NA
"132","MST490","EmilGuddalLarsen","Capella","Sjaelland","2019-05-23","RoskildefjordRoskildebredning",55.713,12.04,5,1,1600,"nej","-","2019-05-23","15.33","ja","ja","fytoplankton","ja","nej",NA,"5542.78","55DEGR_42MINUT_46.8SECONDS","1204","012DEGR_2MINUT_24SECONDS","11:32","11:46","11:48",NA
"133","MST548","JensDeding","Havana","MSToestjylland","2019-06-28","Tr3Fornaes",56.1768333333333,10.9524222222222,10.4,9,1200,"tempIoverfladen161",NA,NA,"15.8","ja","ja","Makroalger","ja","ja",NA,"5610.61","56DEGR_10MINUT_36.6SECONDS","1057.872","010DEGR_57MINUT_8.72SECONDS","13:22","13:52","14:04",NA
"134","MST371","JensDeding","Havana","MSToestjylland","2019-06-28","Tr3Fornaes",56.1768333333333,10.9524222222222,10.4,9,1350,NA,NA,NA,"15.8","ja","ja","Makroalger","ja","ja",NA,"5610.61","56DEGR_10MINUT_36.6SECONDS","1057.872","010DEGR_57MINUT_8.72SECONDS","14:07","14:25","14:29",NA
"135","MST436","JensDeding","Havana","MSToestjylland","2019-06-28","Tr3Fornaes",56.1768333333333,10.9524222222222,10.4,9,1100,NA,NA,NA,"15.8","ja","ja","makroalger","ja","ja",NA,"5610.61","56DEGR_10MINUT_36.6SECONDS","1057.872","010DEGR_57MINUT_8.72SECONDS","14:35","14:53","14:57",NA
"136","MST189","JAROB_20629477","LIVII","MSToeST","2019-05-28","VEJ0006870",55.6746,10.0848722222222,20,1,1300,"ja","7,7m og 9,3m","2019-05-28","11.58","ja","ja","Fytoplankton","ja","ja",NA,"5540.476","55DEGR_40MINUT_28.56SECONDS","1005.554","010DEGR_05MINUT_5.54SECONDS","08:31","08:59","NA","lagt i fryser efter filtrering"
"137","MST190","JAROB_20629477","LIVII","MSToeST","2019-05-28","VEJ0006870",55.6746,10.0848722222222,20,1,1200,"ja","7,7m og 9,3m","2019-05-28","11.58","ja","ja","Fytoplankton","ja","ja",NA,"5540.476","55DEGR_40MINUT_28.56SECONDS","1005.554","010DEGR_05MINUT_5.54SECONDS","08:31","09:12","NA","lagt i fryser efter filtrering"
"138","MST204","JAROB_20629477","LIVII","MSToeST","2019-05-28","VEJ0006870",55.6746,10.0848722222222,20,1,1200,"ja","7,7m og 9,3m","2019-05-28","11.58","ja","ja","Fytoplankton","ja","ja",NA,"5540.476","55DEGR_40MINUT_28.56SECONDS","1005.554","010DEGR_05MINUT_5.54SECONDS","08:31","09:28","NA","lagt i fryser efter filtrering"
"139","MST427","JAROBjaneRobertsen","LIVII","MST_oeST","2019-08-29","VEJ0006870",55.6737194444444,10.053805,20.2,1,1650,"ja","10",NA,"19.22","ja","ja","fytoplankton","ja","ja",NA,"55 40´4232","55DEGR_40MINUT_25.39SECONDS","010´053805","010DEGR_3MINUT_13.698SECONDS","11:00","11:02","NA","Umiddelbart efter filtrering"
"140","MST456","JAROBjaneRobertsen","LIVII","MST_oeST","2019-08-29","VEJ0006870",55.6737194444444,10.053805,20.2,1,1600,"ja","10","","19.22","ja","ja","fytoplankton","ja","ja",NA,"55 40´4232","55DEGR_40MINUT_25.39SECONDS","010´053805","010DEGR_3MINUT_13.698SECONDS","11:00","11:16","NA","umiddebart efter filtrering"
"141","MST463","JAROBjaneRobertsen","LIVII","MST_oeST","2019-08-29","VEJ0006870",55.6737194444444,10.053805,20.2,1,1500,"ja","10","","19.22","ja","ja","fytoplankton","ja","ja",NA,"55 40´4232","55DEGR_40MINUT_25.39SECONDS","010´053805","010DEGR_3MINUT_13.698SECONDS","11:00","19:22","NA","Umiddelbart efter filtrering"
"142","MST274","JAROB_20629477","LIVII","Sydjylland","2019-03-14","VF_VejleFjord",55.7044722222222,9.67034444444444,7.8,7,1350,"ja","4.6","2019-03-15","5.26","ja","ja","Bundfauna","ja","ja",NA,"5542.2683","55DEGR_42MINUT_16.1SECONDS","940.1324","009DEGR_40MINUT_13.24SECONDS","13:01","13:18","NA","lagt i fryser efter filtrering"
"143","MST278","JAROB_20629477","LIVII","Sydjylland","2019-03-14","VF_VejleFjord",55.7044722222222,9.67034444444444,7.8,7,1300,"ja","4.6","2019-03-15","5.26","ja","ja","Bundfauna","ja","ja",NA,"5542.2683","55DEGR_42MINUT_16.1SECONDS","940.1324","009DEGR_40MINUT_13.24SECONDS","13:01","13:41","NA","lagt i fryser efter filtrering"
"144","MST282","JAROB_20629477","LIVII","Sydjylland","2019-03-14","VF_VejleFjord",55.7044722222222,9.67034444444444,7.8,7,1360,"ja","4.6","2019-03-15","5.26","ja","ja","Bundfauna","ja","ja",NA,"5542.2683","55DEGR_42MINUT_16.1SECONDS","940.1324","009DEGR_40MINUT_13.24SECONDS","13:01","14:00","NA","lagt i fryser efter filtrering"
