Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std3E5_3uL_  Qty or ID	Standard	1	0.0515	23.58	3.00e+005	0.970	-2.948	
A2	01_std3E5_3uL_  Qty or ID	Standard	1	0.0515	23.63	3.00e+005	0.970	-2.948	
A3	01_std3E5_3uL_  Qty or ID	Standard	1	0.0515	23.62	3.00e+005	0.970	-2.948	
B1	02_std3E4_3uL_  Qty or ID	Standard	2	0.0515	27.88	3.00e+004	0.970	-2.948	
B2	02_std3E4_3uL_  Qty or ID	Standard	2	0.0515	27.68	3.00e+004	0.970	-2.948	
B3	02_std3E4_3uL_  Qty or ID	Standard	2	0.0515	27.36	3.00e+004	0.970	-2.948	
C1	03_std3E3_3uL_  Qty or ID	Standard	3	0.0515	30.75	3.00e+003	0.970	-2.948	
C2	03_std3E3_3uL_  Qty or ID	Standard	3	0.0515	30.96	3.00e+003	0.970	-2.948	
C3	03_std3E3_3uL_  Qty or ID	Standard	3	0.0515	30.81	3.00e+003	0.970	-2.948	
D1	04_std3E2_3uL_  Qty or ID	Standard	4	0.0515	34.32	3.00e+002	0.970	-2.948	
D2	04_std3E2_3uL_  Qty or ID	Standard	4	0.0515	34.58	3.00e+002	0.970	-2.948	
D3	04_std3E2_3uL_  Qty or ID	Standard	4	0.0515	34.26	3.00e+002	0.970	-2.948	
E1	05_std3E1_3uL_  Qty or ID	Standard	5	0.0515	36.93	3.00e+001	0.970	-2.948	
E2	05_std3E1_3uL_  Qty or ID	Standard	5	0.0515	36.25	3.00e+001	0.970	-2.948	
E3	05_std3E1_3uL_  Qty or ID	Standard	5	0.0515	36.50	3.00e+001	0.970	-2.948	
F1	06_std3E0_3uL_  Qty or ID	Standard	6	0.0515	40.70	3.00e+000	0.970	-2.948	
F2	06_std3E0_3uL_  Qty or ID	Standard	6	0.0515	39.56	3.00e+000	0.970	-2.948	
F3	06_std3E0_3uL_  Qty or ID	Standard	6	0.0515	37.89	3.00e+000	0.970	-2.948	
G1	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0515	No Ct	No Ct	0.970	-2.948	
G2	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0515	No Ct	No Ct	0.970	-2.948	
G3	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0515	39.67	3.00e-001	0.970	-2.948	
H1	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0515	No Ct	No Ct	0.970	-2.948	
H2	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0515	No Ct	No Ct	0.970	-2.948	
H3	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0515	No Ct	No Ct	0.970	-2.948	
A4	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0515	No Ct	No Ct	0.970	-2.948	
A5	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0515	No Ct	No Ct	0.970	-2.948	
A6	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0515	No Ct	No Ct	0.970	-2.948	
B4	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0515	No Ct	No Ct	0.970	-2.948	
B5	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0515	No Ct	No Ct	0.970	-2.948	
B6	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0515	No Ct	No Ct	0.970	-2.948	
C4	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0515	No Ct	No Ct	0.970	-2.948	
C5	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0515	No Ct	No Ct	0.970	-2.948	
C6	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0515	No Ct	No Ct	0.970	-2.948	
D4	12_MST2021-082 _3uL_  Qty or ID	Unknown	12	0.0515	No Ct	No Ct	0.970	-2.948	
D5	12_MST2021-082 _3uL_  Qty or ID	Unknown	12	0.0515	No Ct	No Ct	0.970	-2.948	
D6	12_MST2021-082 _3uL_  Qty or ID	Unknown	12	0.0515	No Ct	No Ct	0.970	-2.948	
E4	13_MST2021-070 _3uL_  Qty or ID	Unknown	13	0.0515	No Ct	No Ct	0.970	-2.948	
E5	13_MST2021-070 _3uL_  Qty or ID	Unknown	13	0.0515	No Ct	No Ct	0.970	-2.948	
E6	13_MST2021-070 _3uL_  Qty or ID	Unknown	13	0.0515	No Ct	No Ct	0.970	-2.948	
F4	14_MST1043 _3uL_  Qty or ID	Unknown	14	0.0515	No Ct	No Ct	0.970	-2.948	
F5	14_MST1043 _3uL_  Qty or ID	Unknown	14	0.0515	No Ct	No Ct	0.970	-2.948	
F6	14_MST1043 _3uL_  Qty or ID	Unknown	14	0.0515	No Ct	No Ct	0.970	-2.948	
G4	15_MST1024 _3uL_  Qty or ID	Unknown	15	0.0515	No Ct	No Ct	0.970	-2.948	
G5	15_MST1024 _3uL_  Qty or ID	Unknown	15	0.0515	No Ct	No Ct	0.970	-2.948	
G6	15_MST1024 _3uL_  Qty or ID	Unknown	15	0.0515	No Ct	No Ct	0.970	-2.948	
H4	16_MST1031 _3uL_  Qty or ID	Unknown	16	0.0515	No Ct	No Ct	0.970	-2.948	
H5	16_MST1031 _3uL_  Qty or ID	Unknown	16	0.0515	No Ct	No Ct	0.970	-2.948	
H6	16_MST1031 _3uL_  Qty or ID	Unknown	16	0.0515	No Ct	No Ct	0.970	-2.948	
A7	17_MST2021-039 _3uL_  Qty or ID	Unknown	17	0.0515	No Ct	No Ct	0.970	-2.948	
