Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std3E5_3uL_  Qty or ID	Standard	1	0.0308	21.16	3.00e+005	0.994	-3.534	
A2	01_std3E5_3uL_  Qty or ID	Standard	1	0.0308	20.95	3.00e+005	0.994	-3.534	
A3	01_std3E5_3uL_  Qty or ID	Standard	1	0.0308	21.36	3.00e+005	0.994	-3.534	
B1	02_std3E4_3uL_  Qty or ID	Standard	2	0.0308	25.25	3.00e+004	0.994	-3.534	
B2	02_std3E4_3uL_  Qty or ID	Standard	2	0.0308	25.37	3.00e+004	0.994	-3.534	
B3	02_std3E4_3uL_  Qty or ID	Standard	2	0.0308	25.23	3.00e+004	0.994	-3.534	
C1	03_std3E3_3uL_  Qty or ID	Standard	3	0.0308	28.67	3.00e+003	0.994	-3.534	
C2	03_std3E3_3uL_  Qty or ID	Standard	3	0.0308	28.57	3.00e+003	0.994	-3.534	
C3	03_std3E3_3uL_  Qty or ID	Standard	3	0.0308	28.52	3.00e+003	0.994	-3.534	
D1	04_std3E2_3uL_  Qty or ID	Standard	4	0.0308	32.19	3.00e+002	0.994	-3.534	
D2	04_std3E2_3uL_  Qty or ID	Standard	4	0.0308	31.81	3.00e+002	0.994	-3.534	
D3	04_std3E2_3uL_  Qty or ID	Standard	4	0.0308	32.00	3.00e+002	0.994	-3.534	
E1	05_std3E1_3uL_  Qty or ID	Standard	5	0.0308	35.30	3.00e+001	0.994	-3.534	
E2	05_std3E1_3uL_  Qty or ID	Standard	5	0.0308	36.34	3.00e+001	0.994	-3.534	
E3	05_std3E1_3uL_  Qty or ID	Standard	5	0.0308	36.11	3.00e+001	0.994	-3.534	
F1	06_std3E0_3uL_  Qty or ID	Standard	6	0.0308	No Ct	No Ct	0.994	-3.534	
F2	06_std3E0_3uL_  Qty or ID	Standard	6	0.0308	39.56	3.00e+000	0.994	-3.534	
F3	06_std3E0_3uL_  Qty or ID	Standard	6	0.0308	37.80	3.00e+000	0.994	-3.534	
G1	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0308	No Ct	No Ct	0.994	-3.534	
G2	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0308	No Ct	No Ct	0.994	-3.534	
G3	07_std3E-1_3uL_  Qty or ID	Standard	7	0.0308	No Ct	No Ct	0.994	-3.534	
H1	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0308	No Ct	No Ct	0.994	-3.534	
H2	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0308	No Ct	No Ct	0.994	-3.534	
H3	08_std3ENTC_3uL_  Qty or ID	NTC	8	0.0308	No Ct	No Ct	0.994	-3.534	
A4	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0308	No Ct	No Ct	0.994	-3.534	
A5	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0308	No Ct	No Ct	0.994	-3.534	
A6	09_MST2021-058 _3uL_  Qty or ID	Unknown	9	0.0308	No Ct	No Ct	0.994	-3.534	
B4	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0308	No Ct	No Ct	0.994	-3.534	
B5	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0308	No Ct	No Ct	0.994	-3.534	
B6	10_MST2021-064 _3uL_  Qty or ID	Unknown	10	0.0308	No Ct	No Ct	0.994	-3.534	
C4	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0308	No Ct	No Ct	0.994	-3.534	
C5	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0308	No Ct	No Ct	0.994	-3.534	
C6	11_MST2021-079 _3uL_  Qty or ID	Unknown	11	0.0308	No Ct	No Ct	0.994	-3.534	
D4	12_MST2021-082 _3uL_  Qty or ID	Unknown	12	0.0308	No Ct	No Ct	0.994	-3.534	
