Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	0.0975	17.28	5.00e+006	0.965	-3.859	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	0.0975	17.79	5.00e+006	0.965	-3.859	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	0.0975	17.54	5.00e+006	0.965	-3.859	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	0.0975	21.05	5.00e+005	0.965	-3.859	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	0.0975	20.22	5.00e+005	0.965	-3.859	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	0.0975	20.63	5.00e+005	0.965	-3.859	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	0.0975	25.09	5.00e+004	0.965	-3.859	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	0.0975	24.90	5.00e+004	0.965	-3.859	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	0.0975	23.14	5.00e+004	0.965	-3.859	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	0.0975	27.55	5.00e+003	0.965	-3.859	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	0.0975	25.95	5.00e+003	0.965	-3.859	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	0.0975	25.44	5.00e+003	0.965	-3.859	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	0.0975	33.19	5.00e+002	0.965	-3.859	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	0.0975	33.33	5.00e+002	0.965	-3.859	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	0.0975	31.98	5.00e+002	0.965	-3.859	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	0.0975	37.68	5.00e+001	0.965	-3.859	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	0.0975	No Ct	No Ct	0.965	-3.859	
F3	06_std1E1_5uL_  Qty or ID	Standard	6	0.0975	36.78	5.00e+001	0.965	-3.859	
G1	07_std1E0_5uL_  Qty or ID	Standard	7	0.0975	No Ct	No Ct	0.965	-3.859	
G2	07_std1E0_5uL_  Qty or ID	Standard	7	0.0975	No Ct	No Ct	0.965	-3.859	
G3	07_std1E0_5uL_  Qty or ID	Standard	7	0.0975	No Ct	No Ct	0.965	-3.859	
H1	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.0975	No Ct	No Ct	0.965	-3.859	
H2	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.0975	No Ct	No Ct	0.965	-3.859	
H3	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.0975	No Ct	No Ct	0.965	-3.859	
