Well	Well Name	Well Type	Replicate	Threshold (dRn)	Ct (dRn)	Quantity (copies)	RSq (dRn)	Slope (dRn)	
A1	01_std1E6_5uL_  Qty or ID	Standard	1	0.1957	17.23	5.00e+006	0.992	-3.243	
A2	01_std1E6_5uL_  Qty or ID	Standard	1	0.1957	17.42	5.00e+006	0.992	-3.243	
A3	01_std1E6_5uL_  Qty or ID	Standard	1	0.1957	16.84	5.00e+006	0.992	-3.243	
B1	02_std1E5_5uL_  Qty or ID	Standard	2	0.1957	22.96	5.00e+005	0.992	-3.243	
B2	02_std1E5_5uL_  Qty or ID	Standard	2	0.1957	21.05	5.00e+005	0.992	-3.243	
B3	02_std1E5_5uL_  Qty or ID	Standard	2	0.1957	21.29	5.00e+005	0.992	-3.243	
C1	03_std1E4_5uL_  Qty or ID	Standard	3	0.1957	24.70	5.00e+004	0.992	-3.243	
C2	03_std1E4_5uL_  Qty or ID	Standard	3	0.1957	24.59	5.00e+004	0.992	-3.243	
C3	03_std1E4_5uL_  Qty or ID	Standard	3	0.1957	24.19	5.00e+004	0.992	-3.243	
D1	04_std1E3_5uL_  Qty or ID	Standard	4	0.1957	27.43	5.00e+003	0.992	-3.243	
D2	04_std1E3_5uL_  Qty or ID	Standard	4	0.1957	28.01	5.00e+003	0.992	-3.243	
D3	04_std1E3_5uL_  Qty or ID	Standard	4	0.1957	27.82	5.00e+003	0.992	-3.243	
E1	05_std1E2_5uL_  Qty or ID	Standard	5	0.1957	31.39	5.00e+002	0.992	-3.243	
E2	05_std1E2_5uL_  Qty or ID	Standard	5	0.1957	30.90	5.00e+002	0.992	-3.243	
E3	05_std1E2_5uL_  Qty or ID	Standard	5	0.1957	30.85	5.00e+002	0.992	-3.243	
F1	06_std1E1_5uL_  Qty or ID	Standard	6	0.1957	33.83	5.00e+001	0.992	-3.243	
F2	06_std1E1_5uL_  Qty or ID	Standard	6	0.1957	33.51	5.00e+001	0.992	-3.243	
F3	06_std1E1_5uL_  Qty or ID	Standard	6	0.1957	34.52	5.00e+001	0.992	-3.243	
G1	07_std1E0_5uL_  Qty or ID	Standard	7	0.1957	37.30	5.00e+000	0.992	-3.243	
G2	07_std1E0_5uL_  Qty or ID	Standard	7	0.1957	36.47	5.00e+000	0.992	-3.243	
G3	07_std1E0_5uL_  Qty or ID	Standard	7	0.1957	37.60	5.00e+000	0.992	-3.243	
H1	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.1957	No Ct	No Ct	0.992	-3.243	
H2	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.1957	No Ct	No Ct	0.992	-3.243	
H3	08_std1ENTC_5uL_  Qty or ID	NTC	8	0.1957	41.32	2.980e-001	0.992	-3.243	
A4	09_MST221_5uL_  Qty or ID	Unknown	9	0.1957	No Ct	No Ct	0.992	-3.243	
A5	09_MST221_5uL_  Qty or ID	Unknown	9	0.1957	No Ct	No Ct	0.992	-3.243	
A6	09_MST221_5uL_  Qty or ID	Unknown	9	0.1957	No Ct	No Ct	0.992	-3.243	
B4	10_MST227_5uL_  Qty or ID	Unknown	10	0.1957	No Ct	No Ct	0.992	-3.243	
B5	10_MST227_5uL_  Qty or ID	Unknown	10	0.1957	No Ct	No Ct	0.992	-3.243	
B6	10_MST227_5uL_  Qty or ID	Unknown	10	0.1957	No Ct	No Ct	0.992	-3.243	
C4	11_MST230_5uL_  Qty or ID	Unknown	11	0.1957	No Ct	No Ct	0.992	-3.243	
C5	11_MST230_5uL_  Qty or ID	Unknown	11	0.1957	No Ct	No Ct	0.992	-3.243	
C6	11_MST230_5uL_  Qty or ID	Unknown	11	0.1957	No Ct	No Ct	0.992	-3.243	
D4	12_MST231_5uL_  Qty or ID	Unknown	12	0.1957	No Ct	No Ct	0.992	-3.243	
D5	12_MST231_5uL_  Qty or ID	Unknown	12	0.1957	No Ct	No Ct	0.992	-3.243	
D6	12_MST231_5uL_  Qty or ID	Unknown	12	0.1957	No Ct	No Ct	0.992	-3.243	
E4	13_MST244_5uL_  Qty or ID	Unknown	13	0.1957	No Ct	No Ct	0.992	-3.243	
E5	13_MST244_5uL_  Qty or ID	Unknown	13	0.1957	No Ct	No Ct	0.992	-3.243	
E6	13_MST244_5uL_  Qty or ID	Unknown	13	0.1957	No Ct	No Ct	0.992	-3.243	
F4	14_MST257_5uL_  Qty or ID	Unknown	14	0.1957	No Ct	No Ct	0.992	-3.243	
F5	14_MST257_5uL_  Qty or ID	Unknown	14	0.1957	No Ct	No Ct	0.992	-3.243	
